,title,seed,test_size,epochs,test_apb_acc,test_amb_acc,test_acc,train_acc
0,BasicModelSmall_256dim_0.05ts_1seed_combined,1,0.05,19999,1.0,1.0,1.0,1.0
1,BasicModelSmall_256dim_0.05ts_2seed_combined,2,0.05,19999,1.0,1.0,1.0,0.9999999403953552
2,BasicModelSmall_256dim_0.05ts_3seed_combined,3,0.05,19999,1.0,1.0,1.0,1.0
3,BasicModelSmall_256dim_0.1ts_4seed_combined,4,0.1,19999,1.0,1.0,1.0,1.0
4,BasicModelSmall_256dim_0.1ts_5seed_combined,5,0.1,19999,1.0,1.0,1.0,1.0
5,BasicModelSmall_256dim_0.1ts_6seed_combined,6,0.1,19999,1.0,1.0,1.0,1.0
6,BasicModelSmall_256dim_0.15ts_7seed_combined,7,0.15,19999,1.0,1.0,1.0,1.0
7,BasicModelSmall_256dim_0.15ts_8seed_combined,8,0.15,19999,0.9999999403953552,1.0,0.9999999403953552,1.0
8,BasicModelSmall_256dim_0.15ts_9seed_combined,9,0.15,19999,1.0,1.0,1.0,1.0
9,BasicModelSmall_256dim_0.2ts_10seed_combined,10,0.2,19999,1.0,1.0,1.0,1.0
10,BasicModelSmall_256dim_0.2ts_11seed_combined,11,0.2,19999,1.0,1.0,1.0,1.0
11,BasicModelSmall_256dim_0.2ts_12seed_combined,12,0.2,19999,1.0,1.0,1.0,1.0
12,BasicModelSmall_256dim_0.25ts_13seed_combined,13,0.25,19999,1.0,1.0,1.0,1.0
13,BasicModelSmall_256dim_0.25ts_14seed_combined,14,0.25,19999,1.0,1.0,1.0,1.0
14,BasicModelSmall_256dim_0.25ts_15seed_combined,15,0.25,19999,1.0,1.0,0.9999999403953552,1.0
15,BasicModelSmall_256dim_0.3ts_16seed_combined,16,0.3,19999,1.0,1.0,0.9999999403953552,1.0
16,BasicModelSmall_256dim_0.3ts_17seed_combined,17,0.3,19999,1.0,0.9999999403953552,0.9999999403953552,1.0
17,BasicModelSmall_256dim_0.3ts_18seed_combined,18,0.3,19999,1.0,1.0,0.9999999403953552,0.9999999403953552
18,BasicModelSmall_256dim_0.35ts_19seed_combined,19,0.35,19999,1.0,1.0,0.9999999403953552,1.0
19,BasicModelSmall_256dim_0.35ts_20seed_combined,20,0.35,19999,1.0,1.0,1.0,1.0
20,BasicModelSmall_256dim_0.35ts_21seed_combined,21,0.35,19999,1.0,1.0,1.0,1.0
21,BasicModelSmall_256dim_0.4ts_22seed_combined,22,0.4,19999,1.0,1.0,1.0,1.0
22,BasicModelSmall_256dim_0.4ts_23seed_combined,23,0.4,19999,1.0,1.0,1.0,0.9999999403953552
23,BasicModelSmall_256dim_0.4ts_24seed_combined,24,0.4,19999,1.0,1.0,1.0,1.0
24,BasicModelSmall_256dim_0.45ts_25seed_combined,25,0.45,19999,1.0,1.0,1.0,1.0
25,BasicModelSmall_256dim_0.45ts_26seed_combined,26,0.45,19999,1.0,1.0,1.0,1.0
26,BasicModelSmall_256dim_0.45ts_27seed_combined,27,0.45,19999,1.0,1.0,1.0,1.0
27,BasicModelSmall_256dim_0.5ts_28seed_combined,28,0.5,19999,1.0,1.0,1.0,1.0
28,BasicModelSmall_256dim_0.5ts_29seed_combined,29,0.5,19999,0.9999999403953552,1.0,1.0,1.0
29,BasicModelSmall_256dim_0.5ts_30seed_combined,30,0.5,19999,1.0,1.0,1.0,1.0
30,BasicModelSmall_256dim_0.55ts_31seed_combined,31,0.55,19999,1.0,1.0,1.0,1.0
31,BasicModelSmall_256dim_0.55ts_32seed_combined,32,0.55,19999,1.0,1.0,0.9999999403953552,1.0
32,BasicModelSmall_256dim_0.55ts_33seed_combined,33,0.55,19999,0.9999999403953552,1.0,1.0,1.0
33,BasicModelSmall_256dim_0.6ts_34seed_combined,34,0.6,19999,0.9988080859184265,0.9971064925193787,0.9979447722434998,1.0
34,BasicModelSmall_256dim_0.6ts_35seed_combined,35,0.6,19999,1.0,0.9988452792167664,0.9994137287139893,1.0
35,BasicModelSmall_256dim_0.6ts_36seed_combined,36,0.6,19999,1.0,0.9982797503471375,0.9991232752799988,1.0
36,BasicModelSmall_256dim_0.65ts_37seed_combined,37,0.65,19999,0.9994583129882812,0.9983471632003784,0.9989073872566223,1.0
37,BasicModelSmall_256dim_0.65ts_38seed_combined,38,0.65,19999,1.0,0.997828483581543,0.9989019632339478,1.0
38,BasicModelSmall_256dim_0.65ts_39seed_combined,39,0.65,19999,0.9973016381263733,0.998384416103363,0.9978436827659607,0.9999999403953552
39,BasicModelSmall_256dim_0.65ts_40seed_combined,40,0.65,19999,0.9956259727478027,0.9967706799507141,0.9962028861045837,1.0
40,BasicModelSmall_256dim_0.65ts_41seed_combined,41,0.65,19999,1.0,0.9994531869888306,0.9997243881225586,1.0
41,BasicModelSmall_256dim_0.66ts_42seed_combined,42,0.66,19999,0.994544506072998,0.9914984107017517,0.9930013418197632,1.0
42,BasicModelSmall_256dim_0.66ts_43seed_combined,43,0.66,19999,0.9978249669075012,0.9967672228813171,0.9972936511039734,0.9999999403953552
43,BasicModelSmall_256dim_0.66ts_44seed_combined,44,0.66,19999,0.998915433883667,0.9994611740112305,0.9991891980171204,1.0
44,BasicModelSmall_256dim_0.66ts_45seed_combined,45,0.66,19999,0.9983931183815002,0.9977985620498657,0.9980999231338501,1.0
45,BasicModelSmall_256dim_0.66ts_46seed_combined,46,0.66,19999,0.9855383038520813,0.9844420552253723,0.9849905967712402,1.0
46,BasicModelSmall_256dim_0.67ts_47seed_combined,47,0.67,19999,0.9900419116020203,0.9898666739463806,0.9899550080299377,1.0
