,title,seed,test_size,epochs,test_apb_acc,test_amb_acc,test_atb_acc,test_acc,train_acc
17,BasicModelSmallMult_256dim_0.3ts_18seed_mult,18,0.3,19999,1.0,1.0,0.789534866809845,0.9304648637771606,1.0
18,BasicModelSmallMult_256dim_0.35ts_19seed_mult,19,0.35,19999,0.9999999403953552,0.9970149993896484,0.777323842048645,0.926210343837738,1.0
19,BasicModelSmallMult_256dim_0.35ts_20seed_mult,20,0.35,19999,1.0,0.9979360699653625,0.9767442345619202,0.9915540814399719,1.0
20,BasicModelSmallMult_256dim_0.35ts_21seed_mult,21,0.35,19999,1.0,0.9989949464797974,0.853608250617981,0.9516401886940002,1.0
21,BasicModelSmallMult_256dim_0.4ts_22seed_mult,22,0.4,19999,1.0,0.9964942932128906,0.9283819794654846,0.9744974374771118,1.0
22,BasicModelSmallMult_256dim_0.4ts_23seed_mult,23,0.4,19999,1.0,0.9991055130958557,0.8891992568969727,0.964275062084198,1.0
23,BasicModelSmallMult_256dim_0.4ts_24seed_mult,24,0.4,19999,1.0,1.0,0.9010082483291626,0.9676064252853394,1.0
24,BasicModelSmallMult_256dim_0.45ts_25seed_mult,25,0.45,19999,0.9984472393989563,0.9992119669914246,0.8509652614593506,0.9491173624992371,1.0
25,BasicModelSmallMult_256dim_0.45ts_26seed_mult,26,0.45,19999,0.9968528747558594,0.9937254786491394,0.9287430047988892,0.9733861088752747,1.0
26,BasicModelSmallMult_256dim_0.45ts_27seed_mult,27,0.45,19999,1.0,0.9951651692390442,0.8956175446510315,0.9634374380111694,1.0
27,BasicModelSmallMult_256dim_0.5ts_28seed_mult,28,0.5,19999,0.9978991746902466,0.9964960813522339,0.8088857531547546,0.9347062706947327,1.0
28,BasicModelSmallMult_256dim_0.5ts_29seed_mult,29,0.5,19999,0.9950354099273682,0.9964563846588135,0.8386861085891724,0.944404661655426,1.0
29,BasicModelSmallMult_256dim_0.5ts_30seed_mult,30,0.5,19999,1.0,0.9978947639465332,0.727337121963501,0.908165693283081,1.0
30,BasicModelSmallMult_256dim_0.55ts_31seed_mult,31,0.55,19999,0.9899686574935913,0.996723473072052,0.7419777512550354,0.9107142686843872,1.0
31,BasicModelSmallMult_256dim_0.55ts_32seed_mult,32,0.55,19999,0.9960526823997498,0.9941785335540771,0.7631233334541321,0.9180828332901001,1.0
32,BasicModelSmallMult_256dim_0.55ts_33seed_mult,33,0.55,19999,0.995421826839447,0.994223415851593,0.8302510380744934,0.940665066242218,0.9999999403953552
33,BasicModelSmallMult_256dim_0.6ts_34seed_mult,34,0.6,19999,0.9696261286735535,0.9768957495689392,0.5349794030189514,0.8270927667617798,1.0
34,BasicModelSmallMult_256dim_0.6ts_35seed_mult,35,0.6,19999,0.9838805794715881,0.9747653007507324,0.4101516902446747,0.7877479195594788,0.9999999403953552
35,BasicModelSmallMult_256dim_0.6ts_36seed_mult,36,0.6,19999,0.9460411071777344,0.9641203880310059,0.3244365453720093,0.7474116086959839,1.0
36,BasicModelSmallMult_256dim_0.65ts_37seed_mult,37,0.65,19999,0.9642267823219299,0.9410480260848999,0.06771397590637207,0.6553230285644531,1.0
37,BasicModelSmallMult_256dim_0.65ts_38seed_mult,38,0.65,19999,0.9273319244384766,0.94010990858078,0.28689882159233093,0.7198976874351501,1.0
38,BasicModelSmallMult_256dim_0.65ts_39seed_mult,39,0.65,19999,0.9189044237136841,0.923814594745636,0.24031007289886475,0.69954913854599,0.9999999403953552
39,BasicModelSmallMult_256dim_0.65ts_40seed_mult,40,0.65,19999,0.8734042048454285,0.9089905619621277,0.22398686408996582,0.6702300906181335,1.0
40,BasicModelSmallMult_256dim_0.65ts_41seed_mult,41,0.65,19999,0.9131391048431396,0.9042145609855652,0.11973392218351364,0.6475229263305664,1.0
41,BasicModelSmallMult_256dim_0.66ts_42seed_mult,42,0.66,19999,0.898332417011261,0.9231188297271729,0.08293713629245758,0.6301468014717102,1.0
42,BasicModelSmallMult_256dim_0.66ts_43seed_mult,43,0.66,19999,0.9068120121955872,0.907200038433075,0.17419704794883728,0.6643230319023132,1.0
43,BasicModelSmallMult_256dim_0.66ts_44seed_mult,44,0.66,19999,0.8882384896278381,0.9525109529495239,0.17091698944568634,0.6714079976081848,1.0
44,BasicModelSmallMult_256dim_0.66ts_45seed_mult,45,0.66,19999,0.8836091756820679,0.9235844016075134,0.07096774131059647,0.6244596242904663,1.0
45,BasicModelSmallMult_256dim_0.66ts_46seed_mult,46,0.66,19999,0.8999470472335815,0.8909378051757812,0.17528578639030457,0.6602062582969666,1.0
46,BasicModelSmallMult_256dim_0.67ts_47seed_mult,47,0.67,19999,0.8370726704597473,0.8289054036140442,0.2457173466682434,0.6378512978553772,1.0
47,BasicModelSmallMult_256dim_0.67ts_48seed_mult,48,0.67,19999,0.8549497127532959,0.884042501449585,0.0765143483877182,0.605379581451416,1.0
48,BasicModelSmallMult_256dim_0.67ts_49seed_mult,49,0.67,19999,0.9340482354164124,0.9334055185317993,0.05666316673159599,0.63616943359375,1.0
49,BasicModelSmallMult_256dim_0.67ts_50seed_mult,50,0.67,19999,0.8995190262794495,0.902504026889801,0.0787278413772583,0.6226614713668823,1.0
50,BasicModelSmallMult_256dim_0.67ts_51seed_mult,51,0.67,19999,0.8203248381614685,0.8465189337730408,0.1227976530790329,0.5989785194396973,0.9999999403953552
51,BasicModelSmallMult_256dim_0.68ts_52seed_mult,52,0.68,19999,0.8087348937988281,0.8860489726066589,0.09513741731643677,0.5996181964874268,1.0
52,BasicModelSmallMult_256dim_0.68ts_53seed_mult,53,0.68,19999,0.9182920455932617,0.8898128867149353,0.08041775226593018,0.6290097832679749,1.0
53,BasicModelSmallMult_256dim_0.68ts_54seed_mult,54,0.68,19999,0.868172287940979,0.8907474875450134,0.20784731209278107,0.657373309135437,1.0
54,BasicModelSmallMult_256dim_0.68ts_55seed_mult,55,0.68,19999,0.8709677457809448,0.7807652354240417,0.07962771505117416,0.5749261975288391,1.0
55,BasicModelSmallMult_256dim_0.68ts_56seed_mult,56,0.68,19999,0.6822430491447449,0.6616108417510986,0.08284652233123779,0.47806328535079956,1.0
56,BasicModelSmallMult_256dim_0.69ts_57seed_mult,57,0.69,19999,0.7964102029800415,0.8469493389129639,0.20337195694446564,0.6186440587043762,1.0
57,BasicModelSmallMult_256dim_0.69ts_58seed_mult,58,0.69,19999,0.8200836777687073,0.8343881368637085,0.054611023515462875,0.5663593411445618,1.0
58,BasicModelSmallMult_256dim_0.69ts_59seed_mult,59,0.69,19999,0.8594871759414673,0.8875890374183655,0.04890473932027817,0.5982310175895691,1.0
59,BasicModelSmallMult_256dim_0.69ts_60seed_mult,60,0.69,19999,0.8744855523109436,0.8683544397354126,0.06370756775140762,0.6062735915184021,1.0
60,BasicModelSmallMult_256dim_0.69ts_61seed_mult,61,0.69,19999,0.8707659840583801,0.8825995326042175,0.0469798669219017,0.5978487133979797,1.0
61,BasicModelSmallMult_256dim_0.7ts_62seed_mult,62,0.7,19999,0.8133946657180786,0.7913265228271484,0.13659530878067017,0.5801292657852173,1.0
62,BasicModelSmallMult_256dim_0.7ts_63seed_mult,63,0.7,19999,0.8653454780578613,0.8608430624008179,0.06480558216571808,0.593639612197876,1.0
63,BasicModelSmallMult_256dim_0.7ts_64seed_mult,64,0.7,19999,0.8118414282798767,0.8272866606712341,0.135038360953331,0.5928874015808105,1.0
64,BasicModelSmallMult_256dim_0.7ts_65seed_mult,65,0.7,19999,0.7677286863327026,0.7456008195877075,0.19396774470806122,0.5718675255775452,1.0
65,BasicModelSmallMult_256dim_0.7ts_66seed_mult,66,0.7,19999,0.8361581563949585,0.8024133443832397,0.07831014692783356,0.5744427442550659,1.0
66,BasicModelSmallMult_256dim_0.71ts_67seed_mult,67,0.71,19999,0.8285713791847229,0.8136272430419922,0.05052005872130394,0.5622296333312988,1.0
67,BasicModelSmallMult_256dim_0.71ts_68seed_mult,68,0.71,19999,0.8351814150810242,0.8379746675491333,0.06091370806097984,0.578849732875824,1.0
68,BasicModelSmallMult_256dim_0.71ts_69seed_mult,69,0.71,19999,0.7460317611694336,0.7235732078552246,0.04185577481985092,0.5063185691833496,1.0
69,BasicModelSmallMult_256dim_0.71ts_70seed_mult,70,0.71,19999,0.8354935050010681,0.7976071834564209,0.04724017530679703,0.5596878528594971,1.0
70,BasicModelSmallMult_256dim_0.71ts_71seed_mult,71,0.71,19999,0.7693074345588684,0.7325581312179565,0.03723932430148125,0.5114185810089111,1.0
71,BasicModelSmallMult_256dim_0.72ts_72seed_mult,72,0.72,19999,0.5714285373687744,0.5572214126586914,0.04828272759914398,0.3925078809261322,1.0
72,BasicModelSmallMult_256dim_0.72ts_73seed_mult,73,0.72,19999,0.6681503057479858,0.6620069742202759,0.06623506546020508,0.4657715857028961,1.0
73,BasicModelSmallMult_256dim_0.72ts_74seed_mult,74,0.72,19999,0.8055417537689209,0.7852547764778137,0.049024514853954315,0.5484191179275513,1.0
74,BasicModelSmallMult_256dim_0.72ts_75seed_mult,75,0.72,19999,0.7635735869407654,0.7523433566093445,0.07525252550840378,0.5338969230651855,1.0
75,BasicModelSmallMult_256dim_0.72ts_76seed_mult,76,0.72,19999,0.7847082018852234,0.7526934146881104,0.03647859767079353,0.521196186542511,0.9999999403953552
76,BasicModelSmallMult_256dim_0.73ts_77seed_mult,77,0.73,19999,0.568683922290802,0.6138995885848999,0.03149224817752838,0.40543583035469055,1.0
77,BasicModelSmallMult_256dim_0.73ts_78seed_mult,78,0.73,19999,0.564453125,0.5481986403465271,0.04643206298351288,0.3866298198699951,1.0
78,BasicModelSmallMult_256dim_0.73ts_79seed_mult,79,0.73,19999,0.6100196838378906,0.5926108360290527,0.06000983715057373,0.42088866233825684,1.0
79,BasicModelSmallMult_256dim_0.73ts_80seed_mult,80,0.73,19999,0.7009345293045044,0.6996586918830872,0.039518073201179504,0.4776749610900879,0.9999999403953552
80,BasicModelSmallMult_256dim_0.73ts_81seed_mult,81,0.73,19999,0.7700586915016174,0.7479358911514282,0.03827519342303276,0.5177558064460754,1.0
81,BasicModelSmallMult_256dim_0.74ts_82seed_mult,82,0.74,19999,0.7400491237640381,0.7066795825958252,0.043144773691892624,0.4939389228820801,1.0
82,BasicModelSmallMult_256dim_0.74ts_83seed_mult,83,0.74,19999,0.7409608364105225,0.7391514182090759,0.035953979939222336,0.5023466348648071,1.0
83,BasicModelSmallMult_256dim_0.74ts_84seed_mult,84,0.74,19999,0.5155875086784363,0.5128329396247864,0.03920642286539078,0.3537577986717224,1.0
84,BasicModelSmallMult_256dim_0.74ts_85seed_mult,85,0.74,19999,0.6482530832290649,0.703281044960022,0.041626330465078354,0.4673134982585907,1.0
85,BasicModelSmallMult_256dim_0.74ts_86seed_mult,86,0.74,19999,0.7206379771232605,0.7271407842636108,0.040756914764642715,0.4966919422149658,1.0
86,BasicModelSmallMult_256dim_0.75ts_87seed_mult,87,0.75,19999,0.5313531160354614,0.5680304169654846,0.042421355843544006,0.38126879930496216,1.0
87,BasicModelSmallMult_256dim_0.75ts_88seed_mult,88,0.75,19999,0.45191851258277893,0.4056956171989441,0.04134980961680412,0.3004561960697174,1.0
88,BasicModelSmallMult_256dim_0.75ts_89seed_mult,89,0.75,19999,0.5766728520393372,0.5893881320953369,0.040432535111904144,0.4018207788467407,1.0
89,BasicModelSmallMult_256dim_0.75ts_90seed_mult,90,0.75,19999,0.7519887685775757,0.7827733159065247,0.03990719094872475,0.5225604772567749,0.9999999403953552
90,BasicModelSmallMult_256dim_0.75ts_91seed_mult,91,0.75,19999,0.6721075773239136,0.6116822361946106,0.03441772609949112,0.43852460384368896,1.0
91,BasicModelSmallMult_256dim_0.76ts_92seed_mult,92,0.76,19999,0.6983373165130615,0.6365751624107361,0.03785046935081482,0.45652174949645996,0.9999999403953552
92,BasicModelSmallMult_256dim_0.76ts_93seed_mult,93,0.76,19999,0.6738823652267456,0.6836879253387451,0.04007543623447418,0.4658072888851166,1.0
93,BasicModelSmallMult_256dim_0.76ts_94seed_mult,94,0.76,19999,0.4339093863964081,0.43996289372444153,0.03678160905838013,0.30248725414276123,1.0
94,BasicModelSmallMult_256dim_0.76ts_95seed_mult,95,0.76,19999,0.633364737033844,0.6328638792037964,0.04256336763501167,0.4384360909461975,1.0
95,BasicModelSmallMult_256dim_0.76ts_96seed_mult,96,0.76,19999,0.7436994910240173,0.7509363293647766,0.037674419581890106,0.5085302591323853,1.0
96,BasicModelSmallMult_256dim_0.77ts_97seed_mult,97,0.77,19999,0.5503947734832764,0.589353621006012,0.03700233995914459,0.39173969626426697,1.0
97,BasicModelSmallMult_256dim_0.77ts_98seed_mult,98,0.77,19999,0.40367817878723145,0.40433380007743835,0.0345940962433815,0.2810196578502655,1.0
98,BasicModelSmallMult_256dim_0.77ts_99seed_mult,99,0.77,19999,0.5098499059677124,0.5070290565490723,0.03729281947016716,0.34948742389678955,1.0
99,BasicModelSmallMult_256dim_0.77ts_100seed_mult,100,0.77,19999,0.30744919180870056,0.3369863033294678,0.03719008341431618,0.22785963118076324,1.0
100,BasicModelSmallMult_256dim_0.77ts_101seed_mult,101,0.77,19999,0.45267489552497864,0.4402198791503906,0.0409383624792099,0.31173595786094666,1.0
101,BasicModelSmallMult_256dim_0.78ts_102seed_mult,102,0.78,19999,0.4682503640651703,0.5220994353294373,0.04065783694386482,0.34320610761642456,1.0
102,BasicModelSmallMult_256dim_0.78ts_103seed_mult,103,0.78,19999,0.6052389740943909,0.5217588543891907,0.035633739084005356,0.38596758246421814,1.0
103,BasicModelSmallMult_256dim_0.78ts_104seed_mult,104,0.78,19999,0.5036429762840271,0.4828519821166992,0.037477150559425354,0.3421212136745453,1.0
104,BasicModelSmallMult_256dim_0.78ts_105seed_mult,105,0.78,19999,0.251848429441452,0.21012544631958008,0.03405017778277397,0.16445383429527283,1.0
105,BasicModelSmallMult_256dim_0.78ts_106seed_mult,106,0.78,19999,0.374772310256958,0.33947843313217163,0.037340618669986725,0.25090691447257996,0.9999999403953552
106,BasicModelSmallMult_256dim_0.79ts_107seed_mult,107,0.79,19999,0.49232161045074463,0.5026809573173523,0.037627268582582474,0.3427209258079529,1.0
107,BasicModelSmallMult_256dim_0.79ts_108seed_mult,108,0.79,19999,0.23822464048862457,0.21476510167121887,0.03753351420164108,0.16314922273159027,1.0
108,BasicModelSmallMult_256dim_0.79ts_109seed_mult,109,0.79,19999,0.5593065619468689,0.4675905108451843,0.03907637670636177,0.3532405197620392,1.0
109,BasicModelSmallMult_256dim_0.79ts_110seed_mult,110,0.79,19999,0.3887908160686493,0.38858941197395325,0.03718820959329605,0.27295804023742676,1.0
110,BasicModelSmallMult_256dim_0.79ts_111seed_mult,111,0.79,19999,0.1255079060792923,0.14560072124004364,0.03379901126027107,0.10175333172082901,1.0
111,BasicModelSmallMult_256dim_0.8ts_112seed_mult,112,0.8,19999,0.4228039085865021,0.41414591670036316,0.03568281978368759,0.29016539454460144,1.0
112,BasicModelSmallMult_256dim_0.8ts_113seed_mult,113,0.8,19999,0.25972282886505127,0.24977578222751617,0.027641551569104195,0.17883756756782532,1.0
113,BasicModelSmallMult_256dim_0.8ts_114seed_mult,114,0.8,19999,0.38362830877304077,0.3732800781726837,0.032171580940485,0.2636646330356598,1.0
114,BasicModelSmallMult_256dim_0.8ts_115seed_mult,115,0.8,19999,0.29811152815818787,0.30475345253944397,0.040570665150880814,0.21434950828552246,1.0
115,BasicModelSmallMult_256dim_0.8ts_116seed_mult,116,0.8,19999,0.2932030260562897,0.33377957344055176,0.039041705429553986,0.2217610478401184,1.0
116,BasicModelSmallMult_256dim_0.81ts_117seed_mult,117,0.81,19999,0.11610650271177292,0.11347826570272446,0.030909882858395576,0.0868176519870758,1.0
117,BasicModelSmallMult_256dim_0.81ts_118seed_mult,118,0.81,19999,0.2662877142429352,0.2939620912075043,0.03471001610159874,0.19833137094974518,1.0
118,BasicModelSmallMult_256dim_0.81ts_119seed_mult,119,0.81,19999,0.2760736346244812,0.2899824380874634,0.041850220412015915,0.20284123718738556,0.9999999403953552
119,BasicModelSmallMult_256dim_0.81ts_120seed_mult,120,0.81,19999,0.11470327526330948,0.12007011473178864,0.03362445533275604,0.0893118605017662,1.0
120,BasicModelSmallMult_256dim_0.81ts_121seed_mult,121,0.81,19999,0.14548641443252563,0.13820421695709229,0.033435989171266556,0.10575655102729797,1.0
121,BasicModelSmallMult_256dim_0.82ts_122seed_mult,122,0.82,19999,0.03661726415157318,0.03829225152730942,0.02975420467555523,0.03485838696360588,1.0
122,BasicModelSmallMult_256dim_0.82ts_123seed_mult,123,0.82,19999,0.07716049253940582,0.05393649637699127,0.03694045916199684,0.05591147392988205,1.0
123,BasicModelSmallMult_256dim_0.82ts_124seed_mult,124,0.82,19999,0.18403837084770203,0.19737417995929718,0.03196544200181961,0.13738574087619781,1.0
124,BasicModelSmallMult_256dim_0.82ts_125seed_mult,125,0.82,19999,0.11268816888332367,0.12201591581106186,0.035899654030799866,0.0900130420923233,1.0
125,BasicModelSmallMult_256dim_0.82ts_126seed_mult,126,0.82,19999,0.12819403409957886,0.1057441234588623,0.028021015226840973,0.08750544488430023,1.0
126,BasicModelSmallMult_256dim_0.83ts_127seed_mult,127,0.83,19999,0.00042337001650594175,0.000851426157169044,0.03568320348858833,0.012127264402806759,1.0
127,BasicModelSmallMult_256dim_0.83ts_128seed_mult,128,0.83,19999,0.0,0.00042808218859136105,0.032654792070388794,0.011077972128987312,1.0
128,BasicModelSmallMult_256dim_0.83ts_129seed_mult,129,0.83,19999,0.005141388159245253,0.004315925762057304,0.02932298555970192,0.012912482023239136,1.0
129,BasicModelSmallMult_256dim_0.83ts_130seed_mult,130,0.83,19999,0.0255743395537138,0.0241423137485981,0.02780153974890709,0.025834999978542328,1.0
130,BasicModelSmallMult_256dim_0.83ts_131seed_mult,131,0.83,19999,0.0012722646351903677,0.0012892135418951511,0.032258063554763794,0.011554921977221966,1.0
131,BasicModelSmallMult_256dim_0.84ts_132seed_mult,132,0.84,19999,0.0012793176574632525,0.0008467400330118835,0.03284982964396477,0.011629556305706501,1.0
132,BasicModelSmallMult_256dim_0.84ts_133seed_mult,133,0.84,19999,0.0012717252830043435,0.001290877815335989,0.029623359441757202,0.010786261409521103,1.0
133,BasicModelSmallMult_256dim_0.84ts_134seed_mult,134,0.84,19999,0.0017072129994630814,0.0021367522422224283,0.03523489832878113,0.013159757480025291,1.0
134,BasicModelSmallMult_256dim_0.84ts_135seed_mult,135,0.84,19999,0.0012782274279743433,0.0017308524111285806,0.03454085811972618,0.01265642698854208,0.9999999403953552
135,BasicModelSmallMult_256dim_0.84ts_136seed_mult,136,0.84,19999,0.0004205214499961585,0.0008470987086184323,0.03159692510962486,0.010874169878661633,1.0
136,BasicModelSmallMult_256dim_0.85ts_137seed_mult,137,0.85,19999,0.0,0.0004171881591901183,0.0352792926132679,0.011830201372504234,1.0
137,BasicModelSmallMult_256dim_0.85ts_138seed_mult,138,0.85,19999,0.00041946308920159936,0.0008403361425735056,0.03445378318428993,0.011898096650838852,1.0
138,BasicModelSmallMult_256dim_0.85ts_139seed_mult,139,0.85,19999,0.0,0.00041788548696786165,0.027684563770890236,0.009353622794151306,1.0
139,BasicModelSmallMult_256dim_0.85ts_140seed_mult,140,0.85,19999,0.0,0.0,0.03415243700146675,0.011385725811123848,1.0
140,BasicModelSmallMult_256dim_0.85ts_141seed_mult,141,0.85,19999,0.0008435259223915637,0.0,0.032861895859241486,0.011298646219074726,1.0
141,BasicModelSmallMult_256dim_0.86ts_142seed_mult,142,0.86,19999,0.0016570008592680097,0.0,0.02302631549537182,0.00828729197382927,1.0
142,BasicModelSmallMult_256dim_0.86ts_143seed_mult,143,0.86,19999,0.0,0.0,0.02308015152812004,0.007646322716027498,1.0
143,BasicModelSmallMult_256dim_0.86ts_144seed_mult,144,0.86,19999,0.0004089979629497975,0.0,0.0324324332177639,0.010814511217176914,1.0
144,BasicModelSmallMult_256dim_0.86ts_145seed_mult,145,0.86,19999,0.0,0.0,0.03192371502518654,0.010638297535479069,1.0
145,BasicModelSmallMult_256dim_0.86ts_146seed_mult,146,0.86,19999,0.0004184100544080138,0.000836470106150955,0.030127940699458122,0.010549694299697876,1.0
146,BasicModelSmallMult_256dim_0.87ts_147seed_mult,147,0.87,19999,0.0008200082229450345,0.00040866367635317147,0.03438276797533035,0.011780821718275547,1.0
147,BasicModelSmallMult_256dim_0.87ts_148seed_mult,148,0.87,19999,0.001231527072377503,0.0004096681659575552,0.030844155699014664,0.010897697880864143,1.0
148,BasicModelSmallMult_256dim_0.87ts_149seed_mult,149,0.87,19999,0.00041017227340489626,0.0004068348207511008,0.03327922150492668,0.01141304336488247,1.0
149,BasicModelSmallMult_256dim_0.87ts_150seed_mult,150,0.87,19999,0.00040600894135423005,0.001219016732648015,0.03181076794862747,0.011117137037217617,1.0
150,BasicModelSmallMult_256dim_0.87ts_151seed_mult,151,0.87,19999,0.0008186655468307436,0.00040983606595546007,0.028157349675893784,0.009728693403303623,1.0
151,BasicModelSmallMult_256dim_0.88ts_152seed_mult,152,0.88,19999,0.00040176778566092253,0.001609010505490005,0.034215886145830154,0.011978465132415295,1.0
152,BasicModelSmallMult_256dim_0.88ts_153seed_mult,153,0.88,19999,0.0008032128680497408,0.0012145749060437083,0.028478438034653664,0.010110542178153992,1.0
153,BasicModelSmallMult_256dim_0.88ts_154seed_mult,154,0.88,19999,0.0012210012646391988,0.00040551499114371836,0.017756255343556404,0.006485610269010067,1.0
154,BasicModelSmallMult_256dim_0.88ts_155seed_mult,155,0.88,19999,0.0004061738436575979,0.000808080832939595,0.026661360636353493,0.00939597375690937,1.0
155,BasicModelSmallMult_256dim_0.88ts_156seed_mult,156,0.88,19999,0.0008183306199498475,0.0007980845985002816,0.020622724667191505,0.007409403100609779,1.0
156,BasicModelSmallMult_256dim_0.89ts_157seed_mult,157,0.89,19999,0.001202886924147606,0.0004025764937978238,0.025702811777591705,0.009105516597628593,1.0
157,BasicModelSmallMult_256dim_0.89ts_158seed_mult,158,0.89,19999,0.0004033884615637362,0.0008012820617295802,0.031150158494710922,0.010830325074493885,0.9999999403953552
158,BasicModelSmallMult_256dim_0.89ts_159seed_mult,159,0.89,19999,0.0011947430903092027,0.0007999999797903001,0.0328262597322464,0.011586097069084644,1.0
159,BasicModelSmallMult_256dim_0.89ts_160seed_mult,160,0.89,19999,0.0008067769231274724,0.0007902014767751098,0.029130088165402412,0.01024481188505888,1.0
160,BasicModelSmallMult_256dim_0.89ts_161seed_mult,161,0.89,19999,0.001198561629280448,0.00039729836862534285,0.028904054313898087,0.010118492878973484,1.0
161,BasicModelSmallMult_256dim_0.9ts_162seed_mult,162,0.9,19999,0.001178318983875215,0.001578531926497817,0.03339960426092148,0.011981566436588764,1.0
162,BasicModelSmallMult_256dim_0.9ts_163seed_mult,163,0.9,19999,0.0003965107025578618,0.0003971405967604369,0.03591160103678703,0.012278849259018898,1.0
163,BasicModelSmallMult_256dim_0.9ts_164seed_mult,164,0.9,19999,0.0023659307043999434,0.0003980891779065132,0.030812324956059456,0.011130250990390778,0.9999999403953552
164,BasicModelSmallMult_256dim_0.9ts_165seed_mult,165,0.9,19999,0.0020072259940207005,0.0019801980815827847,0.031225604936480522,0.0118764853104949,1.0
165,BasicModelSmallMult_256dim_0.9ts_166seed_mult,166,0.9,19999,0.0019600156228989363,0.0007886435487307608,0.033938437700271606,0.012203123420476913,1.0
166,BasicModelSmallMult_256dim_0.95ts_167seed_mult,167,0.95,19999,0.004496065899729729,0.0026455027982592583,0.01655379869043827,0.007901668548583984,0.9999999403953552
167,BasicModelSmallMult_256dim_0.95ts_168seed_mult,168,0.95,19999,0.00411676662042737,0.00411676662042737,0.030109146609902382,0.012748406268656254,1.0
168,BasicModelSmallMult_256dim_0.95ts_169seed_mult,169,0.95,19999,0.0011337868636474013,0.0034142639487981796,0.015287098474800587,0.006654947064816952,1.0
