,title,seed,test_size,epochs,test_apb_acc,test_amb_acc,test_atb_acc,test_acc,train_acc
0,BasicModelSmallMult_256dim_0.05ts_1seed_mult,1,0.05,19999,1.0,1.0,0.6838235259056091,0.9004629850387573,1.0
1,BasicModelSmallMult_256dim_0.05ts_2seed_mult,2,0.05,19999,1.0,1.0,0.8523489832878113,0.951434850692749,1.0
2,BasicModelSmallMult_256dim_0.05ts_3seed_mult,3,0.05,19999,1.0,1.0,0.8181818127632141,0.9381898641586304,1.0
3,BasicModelSmallMult_256dim_0.1ts_4seed_mult,4,0.1,19999,1.0,0.9965516924858093,0.7890625,0.9323493242263794,1.0
4,BasicModelSmallMult_256dim_0.1ts_5seed_mult,5,0.1,19999,0.9999999403953552,1.0,0.9200000166893005,0.974056601524353,1.0
5,BasicModelSmallMult_256dim_0.1ts_6seed_mult,6,0.1,19999,1.0,1.0,0.9510489702224731,0.9835487604141235,1.0
6,BasicModelSmallMult_256dim_0.15ts_7seed_mult,7,0.15,19999,1.0,0.9976076483726501,0.7405765056610107,0.9084561467170715,0.9999999403953552
7,BasicModelSmallMult_256dim_0.15ts_8seed_mult,8,0.15,19999,1.0,0.9934354424476624,0.6698795557022095,0.8935360908508301,1.0
8,BasicModelSmallMult_256dim_0.15ts_9seed_mult,9,0.15,19999,1.0,1.0,0.807881772518158,0.9371474385261536,0.9999999403953552
9,BasicModelSmallMult_256dim_0.2ts_10seed_mult,10,0.2,19999,1.0,1.0,0.9147727489471436,0.9733884930610657,1.0
10,BasicModelSmallMult_256dim_0.2ts_11seed_mult,11,0.2,19999,1.0,1.0,0.8226691484451294,0.9434072375297546,1.0
11,BasicModelSmallMult_256dim_0.2ts_12seed_mult,12,0.2,19999,1.0,0.9965217709541321,0.8681318759918213,0.9563936591148376,1.0
12,BasicModelSmallMult_256dim_0.25ts_13seed_mult,13,0.25,19999,1.0,1.0,0.9585121870040894,0.9862494468688965,1.0
13,BasicModelSmallMult_256dim_0.25ts_14seed_mult,14,0.25,19999,1.0,1.0,0.9017341136932373,0.9676652550697327,0.9999999403953552
14,BasicModelSmallMult_256dim_0.25ts_15seed_mult,15,0.25,19999,1.0,1.0,0.9615952372550964,0.9875119924545288,1.0
15,BasicModelSmallMult_256dim_0.3ts_16seed_mult,16,0.3,19999,1.0,0.9999999403953552,0.8116279244422913,0.9374517202377319,1.0
16,BasicModelSmallMult_256dim_0.3ts_17seed_mult,17,0.3,19999,1.0,1.0,0.919767439365387,0.9734513759613037,1.0
