nucid,n,z,mass_excess,mass_excess_num,mass_excess_unc,mass_excess_sys,mass_excess_round,mass_excess_round_unc,binding,binding_num,binding_unc,binding_sys,binding_round,binding_round_unc,beta_decay_en_round,beta_decay_en_round_unc,beta_decay_en,beta_decay_en_num,beta_decay_en_unc,beta_decay_en_sys,atomic_mass,atomic_mass_num,atomic_mass_unc,atomic_mass_sys,atomic_mass_round,atomic_mass_round_unc,s2n,s2n_num,s2n_unc,s2n_round,s2n_round_unc,s2n_sys,s2p,s2p_num,s2p_unc,s2p_round,s2p_round_unc,s2p_sys,qa,qa_num,qa_unc,qa_round,qa_round_unc,qa_sys,q2bm,q2bm_num,q2bm_unc,q2bm_round,q2bm_round_unc,q2bm_sys,qep,qep_num,qep_unc,qep_round,qep_round_unc,qep_sys,qbmn,qbmn_num,qbmn_unc,qbmn_round,qbmn_round_unc,qbmn_sys,sn,sn_num,sn_unc,sn_round,sn_round_unc,sn_sys,sp,sp_num,sp_unc,sp_round,sp_round_unc,sp_sys,q4bm,q4bm_num,q4bm_unc,q4bm_round,q4bm_round_unc,q4bm_sys,qda,qda_num,qda_unc,qda_round,qda_round_unc,qda_sys,qpa,qpa_num,qpa_unc,qpa_round,qpa_round_unc,qpa_sys,qna,qna_num,qna_unc,qna_round,qna_round_unc,qna_sys,qec_num,qec_unc,qec_round,qec_round_unc,qec
253ES,154,99,79010.486,79010.486,1.249,N,79010.5,1.2,7452.8879,7452.8879,0.0049,N,7452.888,0.005,-335.1,1.1,-335.0623,-335.0623,1.0782,N,253084821.241,253084821.241,1.341,N,253084821.2,1.3,11643.6970,11643.697,5.2968,11644,5,N,10795.4371,10795.4371,10.7387,10795,11,N,6739.2376,6739.2376,0.0508,6739.24,0.05,N,-2162,-2162,31,-2162,31,Y,-6813,-6813,200,-6813,200,Y,-5877.4424,-5877.4424,5.1629,-5877,5,N,6355.4422,6355.4422,50.0666,6355,50,N,4313.0952,4313.0952,2.5822,4313.1,2.6,N,15586.3121,15586.3121,3.9141,15586,4,N,12704.2055,12704.2055,1.3759,12704.2,1.4,N,11704.8829,11704.8829,2.8152,11704.9,2.8,N,NULL,NULL,NULL,NULL,NULL,NULL,-291.076,4.436,-291,4,-291.076
253FM,153,100,79345.549,79345.549,1.549,N,79345.5,1.5,7448.4712,7448.4712,0.0061,N,7448.471,0.006,-1827,31,-1827,-1827,31,Y,253085180.945,253085180.945,1.662,N,253085180.9,1.7,12755.8958,12755.8958,14.3755,12756,14,N,9367.3747,9367.3747,4.0197,9367,4,N,7197.8999,7197.8999,1.0000,7197.9,1.0,N,-5013.1474,-5013.1474,6.9800,-5013,7,N,-3978.0329,-3978.0329,2.7395,-3978.0,2.7,N,-9192.8876,-9192.8876,91.2996,-9193,91,N,5542.3801,5542.3801,5.2434,5542,5,N,5238.0329,5238.0329,50.0750,5238,50,N,15544.8084,15544.8084,5.3752,15545,5,N,10984,10984,100,10984,100,Y,13821.6149,13821.6149,1.6524,13821.6,1.7,N,NULL,NULL,NULL,NULL,NULL,NULL,335.063,1.99,335.1,2.0,335.063
253MD,152,101,81173,81173,31,Y,81170,30,7438,7438,0,Y,7438,0,-3186,32,-3186,-3186,32,Y,253087143,253087143,34,Y,253087140,30,13937,13937,37,13937,37,Y,7917,7917,32,7917,32,Y,7573.0769,7573.0769,8.3205,7573,8,N,-7351,-7351,167,-7351,167,Y,-3411,-3411,59,-3411,59,Y,-9770,-9770,33,-9770,33,Y,7366,7366,96,7366,96,Y,2933,2933,32,2933,32,Y,15925,15925,34,15925,34,Y,11965,11965,32,11965,32,Y,13594,13594,105,13594,105,Y,NULL,NULL,NULL,NULL,NULL,NULL,1827.451,31.039,1827,31,1827.451
253NO,151,102,84358.696,84358.696,6.912,N,84359,7,7422.4719,7422.4719,0.0273,N,7422.472,0.027,-4165,165,-4164.7752,-4164.7752,164.6791,N,253090562.780,253090562.78,7.420,N,253090563,7,14633,14633,181,14633,181,Y,6178.0544,6178.0544,15.8757,6178,16,N,8414.6374,8414.6374,4.3296,8415,4,N,-9283,-9283,410,-9283,410,Y,253.1143,253.1143,8.5667,253,9,N,-12250,-12250,185,-12250,185,Y,6583.9925,6583.9925,11.5430,6584,12,N,3397.3932,3397.3932,91.5478,3397,92,N,16102.7541,16102.7541,20.1426,16103,20,N,10823.6108,10823.6108,91.1823,10824,91,N,15932.9054,15932.9054,10.4266,15933,10,N,NULL,NULL,NULL,NULL,NULL,NULL,3185.696,31.761,3186,32,3185.696
253LR,150,103,88523.471,88523.471,164.534,N,88520,160,7402.9180,7402.918,0.6503,N,7402.9,0.7,-5118,442,-5118,-5118,442,Y,253095033.850,253095033.85,176.634,N,253095030,180,15449,15449,259,15449,259,Y,5021.2198,5021.2198,165.6181,5021,166,N,8917.6035,8917.6035,20.2833,8918,20,N,NULL,NULL,NULL,NULL,NULL,NULL,767.3820,767.382,188.1612,767,188,N,NULL,NULL,NULL,NULL,NULL,NULL,8085,8085,247,8085,247,Y,1636.8703,1636.8703,164.7961,1637,165,N,16385,16385,244,16385,244,Y,11821,11821,259,11821,259,Y,15770.7329,15770.7329,187.9837,15771,188,N,NULL,NULL,NULL,NULL,NULL,NULL,4164.775,164.679,4165,165,4164.775
253RF,149,104,93642,93642,410,Y,93640,410,7380,7380,2,Y,7380,2,NULL,NULL,NULL,NULL,NULL,NULL,253100528,253100528,440,Y,253100530,440,NULL,NULL,NULL,NULL,NULL,NULL,3786,3786,448,3786,448,Y,9430,9430,300,9430,300,Y,NULL,NULL,NULL,NULL,NULL,NULL,3481,3481,410,3481,410,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2184,2184,450,2184,450,Y,16523,16523,456,16523,456,Y,NULL,NULL,NULL,NULL,NULL,NULL,17722,17722,456,17722,456,Y,NULL,NULL,NULL,NULL,NULL,NULL,5118.529,441.782,5119,442,5118.529
254BK,157,97,84393,84393,298,Y,84390,300,7440,7440,1,Y,7440,1,3050,300,3052,3052,298,Y,254090600,254090600,320,Y,254090600,320,10284,10284,359,10284,359,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2399,2399,298,2399,298,Y,NULL,NULL,NULL,NULL,NULL,NULL,-2980,-2980,298,-2980,298,Y,4607,4607,467,4607,467,Y,NULL,NULL,NULL,NULL,NULL,NULL,16048,16048,422,16048,422,Y,12609,12609,299,12609,299,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
254CF,156,98,81341.395,81341.395,11.462,N,81341,11,7449.2259,7449.2259,0.0451,N,7449.23,0.05,-653,12,-652.7561,-652.7561,11.8014,N,254087323.575,254087323.575,12.304,N,254087324,12,10835.8513,10835.8513,11.2165,10836,11,N,12292,12292,298,12292,298,Y,5926.8918,5926.8918,5.0801,5927,5,N,438.8739,438.8739,11.5779,439,12,N,NULL,NULL,NULL,NULL,NULL,NULL,-5740.4090,-5740.409,11.5097,-5740,12,N,6031.4844,6031.4844,11.7631,6031,12,N,6876,6876,359,6876,359,Y,13518,13518,200,13518,200,Y,10977.4693,10977.4693,15.5682,10977,16,N,10339.8163,10339.8163,25.3450,10340,25,N,NULL,NULL,NULL,NULL,NULL,NULL,-3051.605,298.22,-3052,298,-3051.605
254ES,155,99,81994.151,81994.151,2.936,N,81994.2,2.9,7443.5759,7443.5759,0.0116,N,7443.576,0.012,1091.6,2.3,1091.6300,1091.63,2.2858,N,254088024.337,254088024.337,3.152,N,254088024,3,11443.0952,11443.0952,50.1345,11443,50,N,11118,11118,200,11118,200,Y,6617.2299,6617.2299,0.4743,6617.2,0.5,N,-1458,-1458,100,-1458,100,Y,-6223,-6223,359,-6223,359,Y,-5422.7153,-5422.7153,2.9980,-5423,3,N,5087.6530,5087.653,2.8549,5087.7,2.9,N,4596.3813,4596.3813,5.1017,4596,5,N,16670.3480,16670.348,3.6696,16670,4,N,12723.2254,12723.2254,4.6205,12723,5,N,12412.5724,12412.5724,11.0158,12413,11,N,NULL,NULL,NULL,NULL,NULL,NULL,652.756,11.832,653,12,652.756
254FM,154,100,80902.521,80902.521,1.843,N,80902.5,1.8,7444.7936,7444.7936,0.0073,N,7444.794,0.007,-2550,100,-2550,-2550,100,Y,254086852.424,254086852.424,1.978,N,254086852.4,2.0,12056.7254,12056.7254,5.3250,12057,5,N,9710.0312,9710.0312,2.8707,9710.0,2.9,N,7307.2696,7307.2696,1.0160,7307.3,1.0,N,-3820.7905,-3820.7905,9.7651,-3821,10,N,-5688.0113,-5688.0113,4.5609,-5688,5,N,-8342,-8342,31,-8342,31,Y,6514.3453,6514.3453,1.9398,6514.3,1.9,N,5396.9360,5396.936,1.7104,5396.9,1.7,N,14318.7180,14318.718,50.0823,14319,50,N,11255.0294,11255.0294,5.4571,11255,5,N,12413.9424,12413.9424,4.0155,12414,4,N,NULL,NULL,NULL,NULL,NULL,NULL,-1091.63,3.46,-1092,3,-1091.63
254MD,153,101,83453,83453,100,Y,83450,100,7432,7432,0,Y,7432,0,-1271,100,-1271,-1271,100,Y,254089590,254089590,107,Y,254089590,110,13157,13157,135,13157,135,Y,8420,8420,112,8420,112,Y,7802,7802,141,7802,141,Y,-6193,-6193,135,-6193,135,Y,-2847,-2847,100,-2847,100,Y,-8977,-8977,100,-8977,100,Y,5792,5792,105,5792,105,Y,3182,3182,100,3182,100,Y,17347,17347,100,17347,100,Y,12358,12358,101,12358,101,Y,14587,14587,100,14587,100,Y,NULL,NULL,NULL,NULL,NULL,NULL,2550.479,100.017,2550,100,2550.479
254NO,152,102,84723.312,84723.312,9.658,N,84723,10,7423.5909,7423.5909,0.0380,N,7423.59,0.04,-4923,92,-4922.5753,-4922.5753,91.8208,N,254090954.211,254090954.211,10.367,N,254090954,10,14290.6947,14290.6947,13.3707,14291,13,N,6671.2409,6671.2409,10.9147,6671,11,N,8226.2032,8226.2032,8.0482,8226,8,N,-8478,-8478,283,-8478,283,Y,-1911.2078,-1911.2078,9.7178,-1911,10,N,-11871.4774,-11871.4774,164.8171,-11871,165,N,7706.7022,7706.7022,11.8367,7707,12,N,3738,3738,33,3738,33,Y,14967.0008,14967.0008,91.7959,14967,92,N,10620.6182,10620.6182,21.2417,10621,21,N,14410.9058,14410.9058,17.2489,14411,17,N,NULL,NULL,NULL,NULL,NULL,NULL,1270.312,100.465,1270,100,1270.312
254LR,151,103,89645.887,89645.887,91.312,N,89650,90,7401.1306,7401.1306,0.3595,N,7401.1,0.4,-3555,298,-3555,-3555,298,Y,254096238.813,254096238.813,98.026,N,254096240,100,15034,15034,206,15034,206,Y,5399.1731,5399.1731,129.1163,5399,129,N,8821.8308,8821.8308,8.4473,8822,8,N,NULL,NULL,NULL,NULL,NULL,NULL,1184,1184,97,1184,97,Y,-12067,-12067,420,-12067,420,Y,6948.9021,6948.9021,188.1734,6949,188,N,2001.7799,2001.7799,91.5728,2002,92,N,17485.3237,17485.3237,91.7831,17485,92,N,11661,11661,203,11661,203,Y,16325.5404,16325.5404,93.2509,16326,93,N,NULL,NULL,NULL,NULL,NULL,NULL,4922.575,91.821,4923,92,4922.575
254RF,150,104,93201,93201,283,Y,93200,280,7384,7384,1,Y,7384,1,NULL,NULL,NULL,NULL,NULL,NULL,254100055,254100055,304,Y,254100060,300,NULL,NULL,NULL,NULL,NULL,NULL,4248,4248,283,4248,283,Y,9210,9210,200,9210,200,Y,NULL,NULL,NULL,NULL,NULL,NULL,1553,1553,283,1553,283,Y,NULL,NULL,NULL,NULL,NULL,NULL,8512,8512,498,8512,498,Y,2611,2611,328,2611,328,Y,15375,15375,338,15375,338,Y,10235,10235,347,10235,347,Y,15998,15998,336,15998,336,Y,NULL,NULL,NULL,NULL,NULL,NULL,3555.113,297.367,3555,297,3555.113
255CF,157,98,84809,84809,200,Y,84810,200,7438,7438,1,Y,7438,1,720,200,720,720,200,Y,255091046,255091046,215,Y,255091050,220,10635,10635,200,10635,200,Y,NULL,NULL,NULL,NULL,NULL,NULL,5736,5736,201,5736,201,Y,1009,1009,200,1009,200,Y,NULL,NULL,NULL,NULL,NULL,NULL,-5256,-5256,200,-5256,200,Y,4603,4603,201,4603,201,Y,6873,6873,359,6873,359,Y,14591,14591,411,14591,411,Y,11139,11139,283,11139,283,Y,11400,11400,359,11400,359,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
255ES,156,99,84089.237,84089.237,10.817,N,84089,11,7437.8216,7437.8216,0.0424,N,7437.82,0.04,289,10,288.7717,288.7717,10.1024,N,255090273.504,255090273.504,11.612,N,255090274,12,11063.8854,11063.8854,10.8222,11064,11,N,11417,11417,359,11417,359,Y,6436.3399,6436.3399,1.3416,6436.3,1.3,N,-752.8320,-752.832,12.1104,-753,12,N,-7593,-7593,298,-7593,298,Y,-4884.6024,-4884.6024,10.8593,-4885,11,N,5976.2324,5976.2324,11.0972,5976,11,N,4541.1293,4541.1293,15.6259,4541,16,N,15498.4824,15498.4824,11.4422,15498,11,N,12918.6818,12918.6818,10.8795,12919,11,N,11201,11201,200,11201,200,Y,NULL,NULL,NULL,NULL,NULL,NULL,-719.763,200.292,-720,200,-719.763
255FM,155,100,83800.465,83800.465,3.934,N,83800,4,7435.8860,7435.886,0.0154,N,7435.886,0.015,-1042,7,-1041.6037,-1041.6037,6.7172,N,255089963.495,255089963.495,4.223,N,255089963,4,11687.7194,11687.7194,4.0516,11688,4,N,10079.0384,10079.0384,5.4205,10079,5,N,7240.5682,7240.5682,0.5080,7240.6,0.5,N,-3011.4686,-3011.4686,14.5871,-3011,15,N,-4829.9010,-4829.901,11.9427,-4830,12,N,-7723,-7723,100,-7723,100,Y,5173.3741,5173.3741,4.0475,5173,4,N,5482.6571,5482.6571,4.6483,5483,5,N,15500.7861,15500.7861,3.9470,15501,4,N,11369.9101,11369.9101,50.1679,11370,50,N,13412.2571,13412.2571,4.1013,13412,4,N,NULL,NULL,NULL,NULL,NULL,NULL,-288.772,11.51,-289,12,-288.772
255MD,154,101,84842.069,84842.069,5.567,N,84842,6,7428.7333,7428.7333,0.0218,N,7428.733,0.022,-1970,15,-1969.8648,-1969.8648,15.1096,N,255091081.702,255091081.702,5.976,N,255091082,6,12473,12473,32,12473,32,Y,8746.3594,8746.3594,5.5755,8746,6,N,7905.6060,7905.606,1.7408,7905.6,1.7,N,-5105.2364,-5105.2364,18.5532,-5105,19,N,-4441.0534,-4441.0534,6.1673,-4441,6,N,-7952.5608,-7952.5608,11.1032,-7953,11,N,6682,6682,100,6682,100,Y,3349.4234,3349.4234,5.7280,3349,6,N,16207.3275,16207.3275,5.6501,16207,6,N,12889.5136,12889.5136,7.5226,12890,8,N,13193.8608,13193.8608,50.3599,13194,50,N,NULL,NULL,NULL,NULL,NULL,NULL,1041.604,6.817,1042,7,1041.604
255NO,153,102,86811.934,86811.934,14.047,N,86812,14,7417.9403,7417.9403,0.0551,N,7417.94,0.06,-3135,23,-3135.3716,-3135.3716,22.5952,N,255093196.439,255093196.439,15.079,N,255093196,15,13689.3982,13689.3982,15.6553,13689,16,N,7111.5568,7111.5568,14.1318,7112,14,N,8428.2098,8428.2098,2.9932,8428,3,N,-7518,-7518,181,-7518,181,Y,-1379.5586,-1379.5586,14.1671,-1380,14,N,-10905.2713,-10905.2713,92.3856,-10905,92,N,5982.6960,5982.696,17.0463,5983,17,N,3930,3930,101,3930,101,Y,16350,16350,34,16350,34,Y,11208.8710,11208.871,92.3608,11209,92,N,15641.7254,15641.7254,14.9855,15642,15,N,NULL,NULL,NULL,NULL,NULL,NULL,1969.865,15.11,1970,15,1969.865
255LR,152,103,89947.305,89947.305,17.698,N,89947,18,7402.5767,7402.5767,0.0694,N,7402.58,0.07,-4382,182,-4382,-4382,182,Y,255096562.399,255096562.399,19.000,N,255096562,19,14718.8018,14718.8018,165.4831,14719,165,N,5803,5803,36,5803,36,Y,8555.6408,8555.6408,6.6865,8556,7,N,-9647,-9647,284,-9647,284,Y,-794,-794,102,-794,102,Y,-11325,-11325,284,-11325,284,Y,7769.8997,7769.8997,93.0109,7770,93,N,2064.9774,2064.9774,20.1619,2065,20,N,16299.4166,16299.4166,19.0003,16299,19,N,11939.9903,11939.9903,19.9893,11940,20,N,15126.5896,15126.5896,92.9863,15127,93,N,NULL,NULL,NULL,NULL,NULL,NULL,3135.371,22.595,3135,23,3135.371
255RF,151,104,94329,94329,181,Y,94330,180,7382,7382,1,Y,7382,1,-5265,336,-5265,-5265,336,Y,255101267,255101267,194,Y,255101270,190,15455,15455,448,15455,448,Y,4607,4607,181,4607,181,Y,9055.4615,9055.4615,3.9223,9055,4,N,NULL,NULL,NULL,NULL,NULL,NULL,2317,2317,181,2317,181,Y,NULL,NULL,NULL,NULL,NULL,NULL,6943,6943,336,6943,336,Y,2605,2605,203,2605,203,Y,16517,16517,245,16517,245,Y,10657,10657,259,10657,259,Y,17105,17105,181,17105,181,Y,NULL,NULL,NULL,NULL,NULL,NULL,4381.695,181.863,4382,182,4381.695
255DB,150,105,99595,99595,283,Y,99600,280,7359,7359,1,Y,7359,1,NULL,NULL,NULL,NULL,NULL,NULL,255106919,255106919,304,Y,255106920,300,NULL,NULL,NULL,NULL,NULL,NULL,3507,3507,327,3507,327,Y,9340,9340,200,9340,200,Y,NULL,NULL,NULL,NULL,NULL,NULL,2660,2660,297,2660,297,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,895,895,400,895,400,Y,16664,16664,498,16664,498,Y,NULL,NULL,NULL,NULL,NULL,NULL,16704,16704,338,16704,338,Y,NULL,NULL,NULL,NULL,NULL,NULL,5266,335.9,5266,336,5266.0
256CF,158,98,87041,87041,314,Y,87040,310,7432,7432,1,Y,7432,1,-140,330,-144,-144,330,Y,256093442,256093442,338,Y,256093440,340,10443,10443,315,10443,315,Y,NULL,NULL,NULL,NULL,NULL,NULL,5560,5560,100,5560,100,Y,1556,1556,314,1556,314,Y,NULL,NULL,NULL,NULL,NULL,NULL,-5120,-5120,315,-5120,315,Y,5840,5840,373,5840,373,Y,NULL,NULL,NULL,NULL,NULL,NULL,13358,13358,433,13358,433,Y,10976,10976,477,10976,477,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
256ES,157,99,87185,87185,100,Y,87190,100,7428,7428,0,Y,7428,0,1700,100,1700,1700,100,Y,256093597,256093597,107,Y,256093600,110,10952,10952,100,10952,100,Y,11787,11787,314,11787,314,Y,6225,6225,224,6225,224,Y,-271,-271,159,-271,159,Y,NULL,NULL,NULL,NULL,NULL,NULL,-4687,-4687,100,-4687,100,Y,4976,4976,101,4976,101,Y,4913,4913,224,4913,224,Y,16554,16554,101,16554,101,Y,12747,12747,100,12747,100,Y,11903,11903,373,11903,373,Y,NULL,NULL,NULL,NULL,NULL,NULL,144,329.5,144,330,144.0
256FM,156,100,85484.796,85484.796,3.020,N,85485,3,7431.7888,7431.7888,0.0118,N,7431.789,0.012,-1971,124,-1971,-1971,124,Y,256091771.699,256091771.699,3.241,N,256091772,3,11560.3610,11560.361,3.4351,11560,3,N,10434.5409,10434.5409,11.3740,10435,11,N,7025.2702,7025.2702,1.8865,7025.3,1.9,N,-2338.2494,-2338.2494,8.0985,-2338,8,N,-6613,-6613,200,-6613,200,Y,-7428.5906,-7428.5906,6.2992,-7429,6,N,6386.9869,6386.9869,4.5144,6387,5,N,5893.4116,5893.4116,11.0418,5893,11,N,14201.4522,14201.4522,4.1261,14201,4,N,11338.3654,11338.3654,3.1979,11338,3,N,11829.6371,11829.6371,4.0153,11830,4,N,NULL,NULL,NULL,NULL,NULL,NULL,-1700.204,100.046,-1700,100,-1700.204
256MD,155,101,87456,87456,124,Y,87460,120,7421,7421,0,Y,7421,0,-367,124,-367,-367,124,Y,256093888,256093888,133,Y,256093890,130,12139,12139,159,12139,159,Y,9116,9116,124,9116,124,Y,7737,7737,113,7737,113,Y,-4290,-4290,149,-4290,149,Y,-3922,-3922,124,-3922,124,Y,-7427,-7427,124,-7427,124,Y,5457,5457,124,5457,124,Y,3633,3633,124,3633,124,Y,17264,17264,124,17264,124,Y,12975,12975,124,12975,124,Y,14092,14092,124,14092,124,Y,NULL,NULL,NULL,NULL,NULL,NULL,1971.204,124.037,1971,124,1971.204
256NO,154,102,87823.046,87823.046,7.548,N,87823,8,7416.5429,7416.5429,0.0295,N,7416.543,0.029,-3924,83,-3923.5573,-3923.5573,83.2459,N,256094281.912,256094281.912,8.103,N,256094282,8,13042.9021,13042.9021,12.2006,13043,12,N,7657.4176,7657.4176,7.6209,7657,8,N,8581.5194,8581.5194,5.4519,8582,5,N,-6398.9466,-6398.9466,19.3453,-6399,19,N,-3266.3905,-3266.3905,8.4147,-3266,8,N,-10195.5777,-10195.5777,19.2409,-10196,19,N,7060.2061,7060.2061,15.9464,7060,16,N,4307.9942,4307.9942,9.2904,4308,9,N,15081,15081,100,15081,100,Y,11514,11514,32,11514,32,Y,14123.8995,14123.8995,7.5641,14124,8,N,NULL,NULL,NULL,NULL,NULL,NULL,367.046,124.23,367,124,367.046
256LR,153,103,91746.603,91746.603,82.903,N,91750,80,7398.1605,7398.1605,0.3238,N,7398.2,0.3,-2475,85,-2475.3893,-2475.3893,84.8025,N,256098494.024,256098494.024,89.000,N,256098490,90,14041.9201,14041.9201,123.3317,14042,123,N,6284,6284,130,6284,130,Y,8854.5692,8854.5692,123.3131,8855,123,N,-8551,-8551,205,-8551,205,Y,-384.4369,-384.4369,83.0897,-384,83,N,-10654,-10654,199,-10654,199,Y,6272.0204,6272.0204,84.7711,6272,85,N,2354.3018,2354.3018,84.0846,2354,84,N,17734.0984,17734.0984,83.4636,17734,83,N,12251.9624,12251.9624,83.1906,12252,83,N,16220,16220,89,16220,89,Y,NULL,NULL,NULL,NULL,NULL,NULL,3923.557,83.246,3924,83,3923.557
256RF,152,104,94221.992,94221.992,17.848,N,94222,18,7385.4349,7385.4349,0.0697,N,7385.43,0.07,-6076,188,-6076,-6076,188,Y,256101151.464,256101151.464,19.160,N,256101151,19,15122,15122,284,15122,284,Y,5079.2615,5079.2615,20.2728,5079,20,N,8925.7062,8925.7062,15.2385,8926,15,N,NULL,NULL,NULL,NULL,NULL,NULL,121.0876,121.0876,22.7126,121,23,N,-13444,-13444,284,-13444,284,Y,8179,8179,182,8179,182,Y,3014.2841,3014.2841,25.1353,3014,25,N,15286.9124,15286.9124,93.0395,15287,93,N,10562.5765,10562.5765,165.4992,10563,165,N,15509.6987,15509.6987,19.1168,15510,19,N,NULL,NULL,NULL,NULL,NULL,NULL,2475.389,84.802,2475,85,2475.389
256DB,151,105,100298,100298,187,Y,100300,190,7359,7359,1,Y,7359,1,NULL,NULL,NULL,NULL,NULL,NULL,256107674,256107674,201,Y,256107670,200,NULL,NULL,NULL,NULL,NULL,NULL,3926,3926,208,3926,208,Y,9336.1310,9336.131,30.4770,9336,30,N,NULL,NULL,NULL,NULL,NULL,NULL,3062,3062,188,3062,188,Y,NULL,NULL,NULL,NULL,NULL,NULL,7368,7368,339,7368,339,Y,1320,1320,260,1320,260,Y,17808,17808,339,17808,339,Y,11521,11521,451,11521,451,Y,17421,17421,249,17421,249,Y,NULL,NULL,NULL,NULL,NULL,NULL,6076.008,187.85,6076,188,6076.008
257ES,158,99,89403,89403,411,Y,89400,410,7422,7422,2,Y,7422,2,810,410,813,813,411,Y,257095979,257095979,441,Y,257095980,440,10828,10828,411,10828,411,Y,NULL,NULL,NULL,NULL,NULL,NULL,6050,6050,200,6050,200,Y,411,411,411,411,411,Y,NULL,NULL,NULL,NULL,NULL,NULL,-4153,-4153,411,-4153,411,Y,5853,5853,423,5853,423,Y,4926,4926,517,4926,517,Y,15305,15305,457,15305,457,Y,12926,12926,411,12926,411,Y,10657,10657,508,10657,508,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
257FM,157,100,88590.137,88590.137,4.350,N,88590,4,7422.1942,7422.1942,0.0169,N,7422.194,0.017,-402,5,-402.3347,-402.3347,4.5748,N,257095105.419,257095105.419,4.669,N,257095105,5,11352.9640,11352.964,5.4938,11353,5,N,10797,10797,200,10797,200,Y,6863.6599,6863.6599,0.8944,6863.7,0.9,N,-1656.9270,-1656.927,7.5409,-1657,8,N,-5740,-5740,314,-5740,314,Y,-6937,-6937,124,-6937,124,Y,4965.9772,4965.9772,4.1138,4966,4,N,5884,5884,100,5884,100,Y,15211.7074,15211.7074,11.4771,15212,11,N,11460.0412,11460.0412,5.1795,11460,5,N,12895.1443,12895.1443,11.7970,12895,12,N,NULL,NULL,NULL,NULL,NULL,NULL,-812.863,411.023,-813,411,-812.863
257MD,156,101,88992.472,88992.472,1.569,N,88992.5,1.6,7417.5845,7417.5845,0.0061,N,7417.585,0.006,-1255,6,-1254.5923,-1254.5923,6.1695,N,257095537.343,257095537.343,1.683,N,257095537.3,1.7,11992.2331,11992.2331,5.6556,11992,6,N,9674.7071,9674.7071,10.8637,9675,11,N,7557.0699,7557.0699,0.9487,7557.1,0.9,N,-3673,-3673,44,-3673,44,Y,-5481,-5481,100,-5481,100,Y,-6901.8919,-6901.8919,7.5683,-6902,8,N,6535,6535,124,6535,124,Y,3781.2955,3781.2955,3.3356,3781,3,N,15902.8138,15902.8138,4.0594,15903,4,N,12954.0059,12954.0059,1.9559,12954.0,2.0,N,12644.7229,12644.7229,3.0084,12645,3,N,NULL,NULL,NULL,NULL,NULL,NULL,402.335,4.624,402,5,402.335
257NO,155,102,90247.064,90247.064,6.197,N,90247,6,7409.6587,7409.6587,0.0241,N,7409.659,0.024,-2418,45,-2418,-2418,45,Y,257096884.203,257096884.203,6.652,N,257096884,7,12707.5056,12707.5056,15.3528,12708,15,N,8131.3431,8131.3431,7.2399,8131,7,N,8476.5999,8476.5999,6.0000,8477,6,N,-5619.3243,-5619.3243,12.4077,-5619,12,N,-2526.7032,-2526.7032,6.8603,-2527,7,N,-9570.8568,-9570.8568,83.1342,-9571,83,N,5647.2996,5647.2996,9.6548,5647,10,N,4498,4498,124,4498,124,Y,16115.8024,16115.8024,8.2416,16116,8,N,11659,11659,100,11659,100,Y,14990.9452,14990.9452,6.3058,14991,6,N,NULL,NULL,NULL,NULL,NULL,NULL,1254.592,6.393,1255,6,1254.592
257LR,154,103,92665,92665,44,Y,92670,40,7397,7397,0,Y,7397,0,-3201,45,-3201,-3201,45,Y,257099480,257099480,47,Y,257099480,50,13425,13425,48,13425,48,Y,6755,6755,44,6755,44,Y,9067.7440,9067.744,31.2138,9068,31,N,-7489,-7489,170,-7489,170,Y,-2080,-2080,131,-2080,131,Y,-9628,-9628,48,-9628,48,Y,7153,7153,94,7153,94,Y,2447,2447,45,2447,45,Y,16564,16564,46,16564,46,Y,12806,12806,45,12806,45,Y,14859,14859,109,14859,109,Y,NULL,NULL,NULL,NULL,NULL,NULL,2417.936,44.434,2418,44,2417.936
