,Iteration,Loss,Train_Loss,a_entropy,b_entropy
0,0,1.0486517,1.0617231,14.653337,14.745366
1,100,1.0093865,0.9895122,14.621328,14.761928
2,200,1.0115145,0.9602139,14.600747,14.756266
3,300,0.9759002,0.88764143,14.543658,14.763895
4,400,0.7838467,0.6644436,14.336847,14.667395
5,500,0.5575139,0.4341164,14.12069,14.554276
6,600,0.43459854,0.31361076,13.981158,14.450458
7,700,0.36011043,0.24173863,13.79628,14.2422285
8,800,0.31030813,0.19150403,13.522292,13.956513
9,900,0.27646515,0.15451694,13.203639,13.631556
10,1000,0.2540232,0.12760027,12.864545,13.274222
11,1100,0.23795906,0.10816384,12.516277,12.919169
12,1200,0.22620596,0.09301232,12.176124,12.565189
13,1300,0.21580923,0.08075513,11.835386,12.21218
14,1400,0.21010745,0.07074398,11.502101,11.86338
15,1500,0.20691872,0.062331542,11.185336,11.522583
16,1600,0.2051619,0.055352814,10.879862,11.201701
17,1700,0.20456691,0.049551044,10.584905,10.8901615
18,1800,0.20538507,0.044391885,10.28956,10.586956
19,1900,0.20573151,0.039792936,10.002242,10.285766
20,2000,0.20675422,0.035824656,9.723551,9.993503
21,2100,0.20637012,0.03244602,9.45405,9.709993
22,2200,0.20715459,0.029538397,9.195894,9.438925
23,2300,0.20851655,0.02697831,8.948009,9.173432
24,2400,0.20973161,0.024667056,8.703908,8.909682
25,2500,0.20987573,0.022625813,8.473781,8.661532
26,2600,0.21055697,0.020820005,8.253098,8.425612
27,2700,0.21130963,0.01913236,8.045351,8.20312
28,2800,0.21182473,0.01763468,7.8445024,7.993375
29,2900,0.21321757,0.01628622,7.64882,7.7925024
30,3000,0.21439682,0.015058656,7.4599338,7.6033034
31,3100,0.21510904,0.013882672,7.2793174,7.421774
32,3200,0.21679376,0.012829033,7.112136,7.2494955
33,3300,0.2185101,0.0119176805,6.954213,7.0902824
34,3400,0.21864362,0.011077458,6.806584,6.940587
35,3500,0.21922506,0.010305063,6.6658244,6.7981434
36,3600,0.22001104,0.009577456,6.5302143,6.661895
37,3700,0.2206057,0.008882474,6.4027166,6.5306783
38,3800,0.2218284,0.008264876,6.2833695,6.4049916
39,3900,0.22338682,0.0077074934,6.170042,6.282739
40,4000,0.22424367,0.007193991,6.0632896,6.1619673
41,4100,0.22557041,0.0067200987,5.964721,6.045601
42,4200,0.22707956,0.0062969867,5.8749504,5.9390078
43,4300,0.22856954,0.0059142434,5.791356,5.841584
44,4400,0.23006919,0.005571885,5.712881,5.7471824
45,4500,0.23092148,0.0052577388,5.6412024,5.656277
46,4600,0.2316121,0.004978099,5.574331,5.5733333
47,4700,0.23259842,0.0047314735,5.511198,5.492129
48,4800,0.23317167,0.0044820453,5.4525533,5.414082
49,4900,0.233999,0.004272713,5.3949533,5.34309
50,5000,0.23455697,0.004088097,5.3388257,5.2740026
51,5100,0.2354107,0.003914222,5.2857237,5.208568
52,5200,0.23654678,0.003747481,5.2370358,5.1499033
53,5300,0.2375655,0.0035827006,5.192977,5.0950155
54,5400,0.23822594,0.0034149957,5.151893,5.044626
55,5500,0.23876786,0.0032740363,5.11287,4.9962287
56,5600,0.23955607,0.0031384882,5.0762305,4.9495645
57,5700,0.2397176,0.0029957525,5.042733,4.9101443
58,5800,0.24020427,0.0028601787,5.015067,4.8786244
59,5900,0.24042149,0.0027404702,4.990453,4.852647
60,6000,0.24063256,0.0026242877,4.9711018,4.8296056
61,6100,0.24068207,0.0025320754,4.951214,4.8094406
62,6200,0.24077506,0.0024549135,4.9305325,4.7889895
63,6300,0.24108355,0.0023765662,4.9132404,4.7703557
64,6400,0.2420681,0.0023043833,4.8997674,4.7548804
65,6500,0.2424856,0.002219329,4.8901186,4.743006
66,6600,0.24246651,0.002147919,4.8814416,4.733382
67,6700,0.24244069,0.0020766773,4.871136,4.721871
68,6800,0.24286538,0.0020221346,4.8651447,4.7129436
69,6900,0.24357326,0.0019728392,4.856897,4.709859
70,7000,0.24420942,0.0019216059,4.8498917,4.7106147
71,7100,0.24463762,0.001863941,4.8521943,4.7160964
72,7200,0.24482484,0.0018213862,4.853172,4.7209477
73,7300,0.24523444,0.0017761067,4.856936,4.725906
74,7400,0.24552971,0.0017417758,4.862804,4.731051
75,7500,0.24565779,0.0017147084,4.8647738,4.7353187
76,7600,0.24632029,0.0016856289,4.86532,4.7385335
77,7700,0.24656309,0.0016448012,4.8693037,4.740103
78,7800,0.24683104,0.0016159198,4.872733,4.743848
79,7900,0.24696809,0.0015884078,4.8745527,4.748407
80,8000,0.24681956,0.0015596427,4.8773017,4.7521086
81,8100,0.2468411,0.0015338403,4.8809147,4.7556496
82,8200,0.24715032,0.0015040417,4.88698,4.7583833
83,8300,0.24716242,0.001476108,4.8892465,4.7605157
84,8400,0.24712935,0.0014539906,4.8933334,4.764145
85,8500,0.24672031,0.0014313399,4.896737,4.767429
86,8600,0.24650086,0.0014075768,4.903097,4.7698836
87,8700,0.24670719,0.0013854301,4.9106007,4.7734137
88,8800,0.2468976,0.0013601659,4.91904,4.7781167
89,8900,0.24767046,0.0013376083,4.9274125,4.7845464
90,9000,0.24753396,0.0013142378,4.9385405,4.792848
91,9100,0.24784797,0.0012941187,4.9515834,4.8014483
92,9200,0.24806575,0.0012756849,4.9639187,4.8098106
93,9300,0.24833454,0.0012502944,4.9740834,4.8178225
94,9400,0.24890193,0.0012232175,4.9862766,4.828762
95,9500,0.24894072,0.0012060835,4.9966235,4.838313
96,9600,0.24880612,0.0011904726,5.007204,4.8508024
97,9700,0.24848847,0.0011723695,5.0214777,4.8634357
98,9800,0.24845202,0.0011606213,5.036558,4.878766
99,9900,0.24850656,0.0011493892,5.0505085,4.8917418
100,10000,0.24857916,0.0011386644,5.0622396,4.9033055
101,10100,0.24857685,0.0011269344,5.073302,4.914164
102,10200,0.24842328,0.001117061,5.0818357,4.9232593
103,10300,0.24793307,0.0011053004,5.0905924,4.932082
104,10400,0.24746887,0.0010943842,5.0994773,4.940898
105,10500,0.2469073,0.0010807228,5.1112967,4.9532547
106,10600,0.24657953,0.0010684849,5.1258397,4.9687333
107,10700,0.24624401,0.0010602546,5.140317,4.981708
108,10800,0.24608913,0.0010493724,5.157576,4.9979134
109,10900,0.2458898,0.0010406635,5.1759,5.0152655
110,11000,0.24589632,0.0010333577,5.1943245,5.033185
111,11100,0.2459748,0.0010254533,5.210505,5.0494103
112,11200,0.2462532,0.0010132124,5.22611,5.069513
113,11300,0.24624114,0.0010015683,5.2435875,5.085571
114,11400,0.2463421,0.000991103,5.2618427,5.1025915
115,11500,0.24610205,0.0009850961,5.2774916,5.1181183
116,11600,0.24688742,0.0009749171,5.295279,5.1324844
117,11700,0.24763596,0.0009622347,5.3140583,5.147038
118,11800,0.24802963,0.0009522281,5.3339367,5.163365
119,11900,0.24803515,0.0009460984,5.3491025,5.1800513
120,12000,0.24777505,0.00094178517,5.3619375,5.1961365
121,12100,0.2476331,0.00093702617,5.3762913,5.2114687
122,12200,0.24744059,0.00092888385,5.3888555,5.224717
123,12300,0.24718529,0.00092424714,5.3984246,5.2349215
124,12400,0.24704467,0.0009151553,5.408874,5.2451043
125,12500,0.24692266,0.0009097595,5.4217114,5.2567887
126,12600,0.24672425,0.0009029329,5.4338694,5.269565
127,12700,0.24633166,0.0008946219,5.4448595,5.281906
128,12800,0.24635978,0.0008825157,5.4583344,5.298396
129,12900,0.24613069,0.0008765614,5.4733043,5.313957
130,13000,0.24621765,0.00087232114,5.4872336,5.32698
131,13100,0.2462257,0.0008677689,5.5020633,5.340567
132,13200,0.24638954,0.00086565444,5.516093,5.354899
133,13300,0.24651389,0.00086143386,5.5295115,5.3700323
134,13400,0.24654798,0.0008538069,5.5454607,5.38483
135,13500,0.24636264,0.0008489962,5.562581,5.4006596
136,13600,0.24616872,0.00084419054,5.5756564,5.4163184
137,13700,0.24611881,0.0008407113,5.58837,5.4292645
138,13800,0.24609587,0.00082898594,5.5973883,5.440421
139,13900,0.24618165,0.0008203827,5.6078463,5.450886
140,14000,0.24642532,0.0008180674,5.617463,5.458487
141,14100,0.24638152,0.0008138565,5.624622,5.4657516
142,14200,0.24633661,0.0008169527,5.632151,5.4723296
143,14300,0.2464303,0.0008071573,5.6383214,5.4796777
144,14400,0.24654259,0.00080275635,5.6443925,5.4856763
145,14500,0.24646452,0.0007985668,5.6490717,5.4929934
146,14600,0.24630089,0.0007898876,5.65438,5.5009837
147,14700,0.2461051,0.000786659,5.661301,5.5107675
148,14800,0.24593507,0.00078431045,5.6692767,5.5203443
149,14900,0.24598841,0.00077574066,5.67905,5.529489
150,15000,0.24581353,0.00077145913,5.688921,5.5386405
151,15100,0.2457974,0.0007699102,5.6972218,5.54745
152,15200,0.24569678,0.0007647011,5.7042065,5.5540776
153,15300,0.24579911,0.0007620315,5.71118,5.56149
154,15400,0.24586411,0.0007573336,5.7180014,5.5670958
155,15500,0.24577224,0.0007560021,5.723139,5.572339
156,15600,0.24560326,0.0007507533,5.729511,5.582503
157,15700,0.24527825,0.0007482893,5.735972,5.5936623
158,15800,0.24514411,0.0007458517,5.74189,5.6045294
159,15900,0.24499281,0.00074600475,5.747096,5.6099834
160,16000,0.24499047,0.00074511266,5.752274,5.615247
161,16100,0.24488093,0.0007423441,5.7576118,5.6186566
162,16200,0.24484217,0.0007411972,5.762535,5.6254044
163,16300,0.24496152,0.000738202,5.7673545,5.630754
164,16400,0.24522163,0.0007359744,5.7712307,5.633577
165,16500,0.24525537,0.00073655613,5.7744446,5.6387057
166,16600,0.2454072,0.00073223177,5.7787213,5.6421404
167,16700,0.24552888,0.00073132,5.782275,5.643998
168,16800,0.24558637,0.0007283755,5.786665,5.648694
169,16900,0.2457369,0.00072641234,5.791474,5.6519837
170,17000,0.2458716,0.00072386756,5.7951035,5.6547804
171,17100,0.2458436,0.0007224105,5.7994657,5.658387
172,17200,0.24589327,0.00072093826,5.8047695,5.660763
173,17300,0.24607559,0.00071873405,5.80943,5.6636577
174,17400,0.24616458,0.0007172855,5.81305,5.6651063
175,17500,0.2463847,0.000719217,5.8159328,5.665829
176,17600,0.24631557,0.00072244403,5.8180466,5.6671553
177,17700,0.24648161,0.0007156917,5.8212132,5.6677237
178,17800,0.24642636,0.0007132161,5.824322,5.6704845
179,17900,0.24647124,0.0007128147,5.828008,5.6730714
180,18000,0.24640928,0.0007136527,5.831305,5.674824
181,18100,0.24648422,0.0007088896,5.8371787,5.678167
182,18200,0.24651454,0.0007093452,5.842417,5.6816115
183,18300,0.24648903,0.0007119622,5.84547,5.6864653
184,18400,0.24672224,0.00070564245,5.848285,5.6894965
185,18500,0.24665867,0.00070612953,5.8502965,5.691846
186,18600,0.24665703,0.0007037234,5.852573,5.692575
187,18700,0.24663134,0.0007035566,5.853719,5.693502
188,18800,0.24689238,0.00070307165,5.855291,5.69415
189,18900,0.24682577,0.0007024852,5.8568,5.6942744
190,19000,0.24685538,0.00070347526,5.857538,5.6952214
191,19100,0.24684341,0.0007017339,5.8585615,5.695759
192,19200,0.24677065,0.00070267374,5.859542,5.6961603
193,19300,0.24678649,0.0007014223,5.8613725,5.6964426
194,19400,0.24678735,0.00070273207,5.8631196,5.6978707
195,19500,0.24692476,0.000700267,5.8650627,5.698566
196,19600,0.24699123,0.0007000638,5.8663845,5.699433
197,19700,0.24700415,0.00070000504,5.8674493,5.700251
198,19800,0.246959,0.00069964014,5.868659,5.7001023
199,19900,0.2470169,0.0006978593,5.868794,5.7002296
