,Iteration,Loss,Train_Loss,a_entropy,b_entropy
0,0,1.0134532,1.0231298,3.9151738,3.946828
1,100,1.002901,1.0057532,3.9230866,3.9461691
2,200,1.0022058,1.000532,3.9249847,3.94514
3,300,1.0032355,0.9969123,3.9237573,3.945116
4,400,1.0067741,0.9914748,3.918014,3.941924
5,500,1.0134413,0.98314995,3.9050705,3.9352639
6,600,1.0216182,0.9725406,3.887566,3.9272969
7,700,1.026251,0.957443,3.8722506,3.9177144
8,800,1.0236549,0.9327407,3.858887,3.903104
9,900,1.0018214,0.8923942,3.8275928,3.8757665
10,1000,0.9506544,0.82987,3.7595258,3.8421793
11,1100,0.87347555,0.7560923,3.6755462,3.7843137
12,1200,0.8078891,0.6868074,3.6189375,3.7301943
13,1300,0.75117177,0.6295382,3.590481,3.6864147
14,1400,0.69720477,0.57835233,3.5616415,3.6429524
15,1500,0.6627308,0.5415595,3.5324247,3.6149714
16,1600,0.6401857,0.5164708,3.5081859,3.5849793
17,1700,0.6248465,0.49729145,3.4878652,3.5504775
18,1800,0.6114364,0.47997755,3.4731464,3.5081093
19,1900,0.60096645,0.46382442,3.4529517,3.4540906
20,2000,0.5926661,0.45115286,3.434325,3.4006474
21,2100,0.5842919,0.43901476,3.4147558,3.3437335
22,2200,0.5778276,0.42673826,3.390736,3.2814407
23,2300,0.5705856,0.41691718,3.366274,3.227593
24,2400,0.56588066,0.40785497,3.3422654,3.1792333
25,2500,0.55976766,0.39953375,3.31948,3.1415799
26,2600,0.5526516,0.3902964,3.2975497,3.1043622
27,2700,0.5476778,0.38255328,3.2722824,3.0712376
28,2800,0.54066014,0.3719928,3.2467277,3.0459993
29,2900,0.5089445,0.3404231,3.2088597,3.0131798
30,3000,0.49449927,0.32393676,3.1778812,2.9986446
31,3100,0.48425096,0.309378,3.1512663,2.9806528
32,3200,0.47752565,0.29694578,3.1294518,2.958566
33,3300,0.47149473,0.28739253,3.108512,2.936267
34,3400,0.4671212,0.27815676,3.0853198,2.907243
35,3500,0.46318275,0.2708461,3.0656796,2.8805385
36,3600,0.45869493,0.26330286,3.04442,2.848644
