,Iteration,Loss,Train_Loss,entropy
0,0,4.0945516,3.594127,47.5431
1,100,7.1770606,0.12890801,45.943295
2,200,7.0088387,0.11766764,41.568913
3,300,6.7559013,0.11307718,37.46977
4,400,6.1584873,0.10885502,33.672066
5,500,4.941617,0.103362806,28.328117
6,600,3.029486,0.09515232,19.78017
7,700,1.552129,0.08614005,12.502179
8,800,1.0524812,0.081489846,10.051637
9,900,0.9907599,0.08087698,9.78672
10,1000,0.93770677,0.080310486,8.650102
11,1100,0.935724,0.0799681,8.643045
12,1200,0.9356015,0.07975702,8.65391
13,1300,0.934484,0.07952521,8.649533
14,1400,0.93342924,0.079409145,8.64662
15,1500,0.9334536,0.0793833,8.643975
16,1600,0.9327174,0.07934229,8.641032
17,1700,0.9350822,0.07923436,8.636262
18,1800,0.9366499,0.079133384,8.634277
19,1900,0.9384901,0.0791142,8.6338825
20,2000,0.93750185,0.07910864,8.63357
21,2100,0.9395614,0.07912047,8.632623
22,2200,0.93798774,0.07909161,8.632641
23,2300,0.93952775,0.079122014,8.632594
24,2400,0.93839484,0.07907115,8.632824
25,2500,0.93875384,0.07913197,8.633005
26,2600,0.9382882,0.07901295,8.632483
27,2700,0.9393821,0.07910093,8.632927
28,2800,0.9394342,0.07908666,8.631583
29,2900,0.93832064,0.079016596,8.632499
30,3000,0.9378793,0.07902739,8.63331
31,3100,0.9375462,0.07897672,8.633378
32,3200,0.9377197,0.0790711,8.63395
33,3300,0.93943876,0.07898099,8.633353
34,3400,0.9384709,0.07904219,8.632728
35,3500,0.93946433,0.07895302,8.633036
36,3600,0.9397603,0.078975394,8.632801
37,3700,0.9394313,0.07881624,8.63234
38,3800,0.9393751,0.079066984,8.6321125
39,3900,0.9412566,0.078987725,8.632536
40,4000,0.9376478,0.078975946,8.632234
41,4100,0.9378848,0.079017594,8.63247
42,4200,0.93984425,0.07899232,8.632232
43,4300,0.93866503,0.07890763,8.632026
44,4400,0.93922716,0.079014584,8.6317625
45,4500,0.9395517,0.07903146,8.631957
46,4600,0.9374853,0.07896586,8.632427
47,4700,0.93830746,0.07895204,8.631752
48,4800,0.9387001,0.078873485,8.633252
49,4900,0.9397734,0.078984536,8.632795
50,5000,0.93804634,0.078835316,8.632173
51,5100,0.94002235,0.0790103,8.632143
52,5200,0.93896115,0.07892318,8.632296
53,5300,0.9387228,0.078924246,8.633501
54,5400,0.9404846,0.078899,8.63387
55,5500,0.9415106,0.07896747,8.633728
56,5600,0.94193965,0.07890184,8.632787
57,5700,0.9410964,0.07875036,8.633086
58,5800,0.94237477,0.07891682,8.633577
59,5900,0.94292927,0.07889954,8.633721
60,6000,0.9431988,0.07886646,8.633618
61,6100,0.942764,0.078847684,8.6336975
62,6200,0.9418735,0.07886085,8.633868
63,6300,0.94153446,0.078735985,8.633053
64,6400,0.94156855,0.078810245,8.633645
65,6500,0.9426898,0.07886741,8.634462
66,6600,0.9424813,0.07889219,8.634393
67,6700,0.94183743,0.07878593,8.63384
68,6800,0.9418161,0.078880824,8.632818
69,6900,0.9419372,0.07885495,8.634286
70,7000,0.94208366,0.07872609,8.633654
71,7100,0.9405047,0.07873766,8.634051
72,7200,0.9428103,0.07886505,8.634018
73,7300,0.94288653,0.078786984,8.633759
74,7400,0.9420268,0.07890828,8.634459
75,7500,0.942071,0.07879548,8.634354
76,7600,0.9433233,0.07886418,8.633465
77,7700,0.94196427,0.078830875,8.634272
78,7800,0.94242114,0.078912206,8.633321
79,7900,0.9415727,0.07877256,8.634169
80,8000,0.9427654,0.07887947,8.634234
81,8100,0.9413984,0.078814924,8.633424
82,8200,0.9421292,0.078889936,8.634477
83,8300,0.9425522,0.07884402,8.633995
84,8400,0.9416642,0.07888849,8.633421
85,8500,0.9422037,0.07894223,8.633437
86,8600,0.9418734,0.07884325,8.632894
87,8700,0.9413874,0.078866646,8.633044
88,8800,0.9417091,0.078863114,8.632777
89,8900,0.9418611,0.0788572,8.632921
90,9000,0.9417471,0.07882845,8.633435
91,9100,0.9413565,0.07878625,8.633092
92,9200,0.9399002,0.07883012,8.633479
93,9300,0.9411341,0.07878995,8.633374
94,9400,0.9409559,0.07892342,8.633524
95,9500,0.94155985,0.07883894,8.633263
96,9600,0.9417649,0.07883912,8.632971
97,9700,0.9405721,0.078786045,8.63314
98,9800,0.9408506,0.07888371,8.633419
99,9900,0.9404554,0.078796536,8.633147
