,Iteration,Loss,Train_Loss,a_entropy,b_entropy
0,0,4.451127,4.0788875,47.935352,47.935352
1,100,6.9173656,0.12063305,47.81338,47.81338
2,200,4.072886,0.096585885,43.847275,43.847275
3,300,1.4222434,0.08101835,29.226208,29.226208
4,400,0.35332677,0.06748252,15.000369,15.000369
5,500,0.22176532,0.06354035,10.603652,10.603652
6,600,0.20899451,0.06190033,9.973205,9.973205
7,700,0.2086879,0.061471906,9.956771,9.956771
8,800,0.20962659,0.06128605,9.953042,9.953042
9,900,0.21169609,0.061218437,9.951345,9.951345
