,Iteration,Loss,a_entropy,b_entropy
144,14400,0.2393728,13.390971,10.258101
145,14500,0.24137512,13.275346,10.162731
146,14600,0.2372213,13.168164,10.089981
147,14700,0.24322407,13.046101,10.0038395
148,14800,0.24047324,12.939224,9.933608
149,14900,0.24210517,12.842529,9.860553
150,15000,0.23964448,12.752639,9.788778
151,15100,0.24105102,12.632785,9.711138
152,15200,0.2429466,12.530728,9.631582
153,15300,0.24155566,12.430161,9.566203
154,15400,0.24333134,12.33617,9.491795
155,15500,0.24259973,12.241734,9.414898
156,15600,0.24335238,12.138046,9.335926
157,15700,0.2429454,12.022641,9.255596
158,15800,0.24060217,11.945362,9.196112
159,15900,0.24238017,11.858196,9.118801
160,16000,0.24213581,11.776438,9.066406
161,16100,0.24190333,11.667914,8.993042
162,16200,0.24016821,11.578126,8.912074
163,16300,0.24180874,11.489918,8.848946
164,16400,0.24096645,11.362954,8.768838
165,16500,0.24544358,11.275954,8.70062
166,16600,0.2421216,11.18886,8.63176
167,16700,0.24398093,11.113413,8.577109
168,16800,0.24350552,11.030026,8.52464
169,16900,0.2435197,10.956209,8.465551
170,17000,0.24706516,10.867477,8.407927
171,17100,0.24321534,10.7978945,8.349455
172,17200,0.24246952,10.700907,8.2684145
173,17300,0.2430767,10.613834,8.215223
174,17400,0.2458128,10.532256,8.15234
175,17500,0.24573436,10.477943,8.116749
176,17600,0.2449694,10.388651,8.058211
177,17700,0.24570073,10.324802,8.009577
178,17800,0.24547262,10.276882,7.962703
179,17900,0.24686444,10.20802,7.9235835
180,18000,0.24551587,10.129897,7.8659706
181,18100,0.24432568,10.053064,7.815437
182,18200,0.24725607,9.9783535,7.773151
183,18300,0.24464732,9.929043,7.7151446
184,18400,0.24600112,9.846098,7.673998
185,18500,0.24746989,9.7798815,7.6299562
186,18600,0.24477586,9.725164,7.593034
187,18700,0.24604052,9.657439,7.548857
188,18800,0.24742839,9.5965605,7.509371
189,18900,0.24574319,9.545166,7.482106
190,19000,0.24722296,9.488865,7.439394
191,19100,0.24481301,9.434272,7.4041057
192,19200,0.2491196,9.383171,7.3709245
193,19300,0.24881177,9.336695,7.3449917
194,19400,0.24691927,9.285474,7.3044477
195,19500,0.24348308,9.225481,7.265613
196,19600,0.24707031,9.174948,7.2291503
197,19700,0.24643202,9.112588,7.1843557
198,19800,0.24847917,9.055848,7.1507654
199,19900,0.24756011,9.014672,7.1189857
