,Iteration,Loss,a_entropy,b_entropy
0,0,1.0077122,46.036297,46.26674
1,100,0.8526645,46.010685,46.205193
2,200,0.4272946,45.977207,46.07385
3,300,0.2927203,45.787094,45.92301
4,400,0.24563545,45.507236,45.707287
5,500,0.22447436,45.22829,45.46456
6,600,0.21502529,44.960903,45.23929
7,700,0.21189687,44.73407,45.023376
8,800,0.21226905,44.52044,44.811024
9,900,0.21466061,44.317375,44.60645
10,1000,0.21655177,44.08423,44.395836
11,1100,0.219354,43.882458,44.18243
12,1200,0.22170508,43.67073,43.961132
13,1300,0.22346611,43.431736,43.715313
14,1400,0.22557683,43.19462,43.471992
15,1500,0.22707686,42.90778,43.199795
16,1600,0.22833015,42.622795,42.902405
17,1700,0.22940685,42.333332,42.603165
18,1800,0.23048493,42.008205,42.2602
19,1900,0.2316287,41.63888,41.882877
20,2000,0.23208657,41.27331,41.469707
21,2100,0.2331245,40.895,41.029373
22,2200,0.23420712,40.5061,40.574345
23,2300,0.23490737,40.10405,40.100433
24,2400,0.23555693,39.60432,39.540886
25,2500,0.23655406,39.100056,38.92824
26,2600,0.2373798,38.601376,38.31884
27,2700,0.23840435,38.02153,37.61911
28,2800,0.23904458,37.42479,36.91605
29,2900,0.23957548,36.86806,36.18332
30,3000,0.24089466,36.25112,35.389664
31,3100,0.2410696,35.639748,34.586338
32,3200,0.24263485,34.9264,33.739223
33,3300,0.24305972,34.302452,32.908848
34,3400,0.24419034,33.65894,32.068676
35,3500,0.24475461,32.953514,31.16585
36,3600,0.24544148,32.255333,30.458218
37,3700,0.24635209,31.55064,29.749426
38,3800,0.24936567,30.800297,28.976263
39,3900,0.24938819,30.14197,28.280922
40,4000,0.25126794,29.549452,27.64624
41,4100,0.253206,28.84735,26.904325
42,4200,0.25500926,28.183144,26.16548
43,4300,0.25554857,27.618986,25.545984
44,4400,0.25684702,26.906534,24.800915
45,4500,0.2581558,26.44087,24.38599
46,4600,0.2599419,25.841839,23.81803
47,4700,0.26172626,25.353224,23.339863
48,4800,0.26176706,24.908705,22.925331
49,4900,0.26281372,24.38541,22.468464
50,5000,0.26419124,23.983114,22.020172
51,5100,0.26626286,23.616898,21.644096
52,5200,0.26578876,23.249454,21.260956
53,5300,0.26717666,22.909094,20.92084
54,5400,0.26775086,22.594582,20.59682
55,5500,0.26902336,22.250738,20.191172
56,5600,0.26925576,22.015457,19.93759
57,5700,0.2709529,21.801928,19.686686
58,5800,0.27090988,21.533628,19.418049
59,5900,0.27225143,21.307886,19.180378
60,6000,0.27206254,21.040882,18.889952
61,6100,0.27354658,20.796402,18.740536
62,6200,0.27393883,20.58146,18.608807
63,6300,0.27379715,20.313612,18.443455
64,6400,0.27577773,20.015877,18.25801
65,6500,0.27483284,19.834305,18.130272
66,6600,0.2751468,19.63355,17.985836
67,6700,0.27669704,19.51102,17.911198
68,6800,0.27788672,19.388548,17.837906
