,Iteration,Loss,a_entropy,b_entropy
69,6900,0.2788713,19.126965,17.655153
70,7000,0.27817178,19.021252,17.577087
71,7100,0.27873924,18.914694,17.514242
72,7200,0.27980518,18.719198,17.348625
73,7300,0.2798772,18.58936,17.2434
74,7400,0.28072432,18.436598,17.106829
75,7500,0.28128847,18.332602,17.043785
76,7600,0.28269434,18.227669,16.961674
77,7700,0.28404468,18.186718,16.959513
78,7800,0.2833193,18.031168,16.856907
79,7900,0.2844556,17.912012,16.792633
80,8000,0.28445682,17.787783,16.700542
81,8100,0.28438252,17.672256,16.596228
82,8200,0.2839414,17.581848,16.548601
83,8300,0.2841744,17.483534,16.480843
84,8400,0.28568506,17.426918,16.430674
85,8500,0.28586018,17.321646,16.36029
86,8600,0.28645018,17.119196,16.227427
87,8700,0.2865306,17.027674,16.184381
88,8800,0.28689006,16.93523,16.135954
89,8900,0.28703153,16.824568,16.071371
90,9000,0.28657454,16.782997,16.068823
91,9100,0.28656834,16.6671,16.005255
92,9200,0.28729898,16.577843,15.959128
93,9300,0.2877013,16.51319,15.93513
94,9400,0.28900042,16.502302,15.943482
95,9500,0.28800076,16.457294,15.920942
96,9600,0.28838885,16.42474,15.911356
97,9700,0.2891481,16.41073,15.911416
98,9800,0.28847933,16.34633,15.87065
99,9900,0.28817984,16.25699,15.812091
100,10000,0.28997776,16.250595,15.802808
101,10100,0.29037347,16.181807,15.763222
102,10200,0.29131794,16.150661,15.774063
103,10300,0.29139784,16.101782,15.739805
104,10400,0.29164594,16.066076,15.714762
105,10500,0.2917613,16.027752,15.689652
106,10600,0.29074988,16.011189,15.710693
107,10700,0.29162383,16.024286,15.722729
108,10800,0.29246885,15.956997,15.660028
109,10900,0.29067248,15.855311,15.546944
110,11000,0.29219878,15.860282,15.57512
111,11100,0.2925264,15.803926,15.554959
112,11200,0.29364604,15.723224,15.48202
113,11300,0.29282326,15.732403,15.497671
114,11400,0.29332206,15.663138,15.45523
115,11500,0.294095,15.619694,15.446132
116,11600,0.29510388,15.595078,15.43157
117,11700,0.29355574,15.516552,15.382146
118,11800,0.29262906,15.493748,15.36153
119,11900,0.29276145,15.460103,15.317578
120,12000,0.29239076,15.4473915,15.280219
121,12100,0.29334897,15.440604,15.277392
122,12200,0.29315627,15.440175,15.282515
123,12300,0.2944225,15.455375,15.296433
124,12400,0.29480597,15.409941,15.265087
125,12500,0.29347467,15.348874,15.200553
126,12600,0.29441178,15.317991,15.1783495
127,12700,0.29393017,15.2271595,15.129467
128,12800,0.29456815,15.259396,15.155269
129,12900,0.29423255,15.25878,15.141018
130,13000,0.29546684,15.202039,15.13113
131,13100,0.29478085,15.226182,15.128478
132,13200,0.29481983,15.267183,15.145585
133,13300,0.29282385,15.20487,15.092416
134,13400,0.29406896,15.132389,15.050318
135,13500,0.29262337,15.082064,14.980154
136,13600,0.2943127,15.060002,14.960405
137,13700,0.2945004,15.076894,14.961698
138,13800,0.29358312,15.09635,14.97447
139,13900,0.2949999,15.059949,14.951781
140,14000,0.2953679,15.119701,15.014234
141,14100,0.29540658,15.0830345,14.984445
142,14200,0.29520643,15.042676,14.938232
143,14300,0.2943917,15.031269,14.93025
144,14400,0.294452,14.984223,14.895325
145,14500,0.29622373,14.950038,14.861264
146,14600,0.29383704,14.901687,14.816133
147,14700,0.2953189,14.90728,14.821506
148,14800,0.29602897,14.895965,14.805641
149,14900,0.29561117,14.894352,14.832549
150,15000,0.29479235,14.781234,14.717827
151,15100,0.2968272,14.7949,14.727972
152,15200,0.29606023,14.747419,14.663429
153,15300,0.29526207,14.787575,14.694423
154,15400,0.29660574,14.713318,14.65291
155,15500,0.29729062,14.713368,14.6503315
156,15600,0.29689562,14.708991,14.637261
157,15700,0.29560038,14.689617,14.597249
158,15800,0.29664862,14.689582,14.591949
159,15900,0.296494,14.688042,14.603818
160,16000,0.29632887,14.6812105,14.608832
161,16100,0.29578882,14.6420765,14.594288
162,16200,0.29574686,14.578034,14.504541
163,16300,0.29546255,14.499017,14.424328
164,16400,0.29631788,14.470071,14.433101
165,16500,0.2965909,14.468739,14.418452
166,16600,0.2961396,14.50021,14.454712
167,16700,0.29696637,14.476089,14.438663
168,16800,0.29635894,14.50116,14.455292
169,16900,0.29783288,14.491113,14.458277
170,17000,0.29778528,14.498864,14.482268
171,17100,0.29490846,14.497243,14.460693
172,17200,0.2980215,14.445043,14.426749
173,17300,0.2968066,14.454162,14.428356
174,17400,0.29751635,14.426526,14.413554
175,17500,0.2968887,14.409479,14.401099
176,17600,0.29681855,14.386576,14.386006
177,17700,0.29765588,14.461537,14.468036
178,17800,0.29574502,14.424304,14.434008
179,17900,0.29791176,14.342893,14.356129
180,18000,0.29633918,14.334226,14.333392
181,18100,0.29658753,14.320433,14.284168
182,18200,0.29653803,14.308379,14.294154
183,18300,0.2980544,14.295128,14.263011
184,18400,0.2973772,14.279247,14.263099
185,18500,0.2978011,14.290201,14.278666
186,18600,0.29697463,14.290964,14.262526
187,18700,0.29775771,14.2920265,14.263732
188,18800,0.29735965,14.286481,14.257911
189,18900,0.29736346,14.276668,14.260114
190,19000,0.29789123,14.256544,14.235137
191,19100,0.2969775,14.292299,14.253089
192,19200,0.29777262,14.281965,14.24843
193,19300,0.29671755,14.288889,14.255583
194,19400,0.29673406,14.246392,14.207572
195,19500,0.29792005,14.230315,14.189178
196,19600,0.2952039,14.212088,14.163528
197,19700,0.29759502,14.137461,14.05878
198,19800,0.29791778,14.151151,14.084506
199,19900,0.29758608,14.135398,14.081188
