,Iteration,Loss,Train_Loss,entropy
0,0,4.0523257,3.5586016,47.63609
1,100,7.025885,0.13119982,43.99892
2,200,7.121431,0.120846696,35.847324
3,300,7.1801796,0.11687759,30.74739
4,400,7.1983113,0.11466125,27.895489
5,500,7.2344494,0.11312554,26.111324
6,600,7.268132,0.11217138,24.674515
7,700,7.2891073,0.11115803,23.41521
8,800,7.2923036,0.1104292,22.601229
9,900,7.292809,0.109931335,22.016636
10,1000,7.2898417,0.109722465,21.672224
11,1100,7.2862306,0.10934619,21.49971
12,1200,7.282177,0.109102756,21.388458
13,1300,7.2782197,0.108888485,21.247192
14,1400,7.2757034,0.10865153,21.053698
15,1500,7.285027,0.1086458,20.805294
16,1600,7.283644,0.10847017,20.670183
17,1700,7.278057,0.10841694,20.605062
18,1800,7.2755847,0.10814491,20.516678
19,1900,7.2795835,0.108028926,20.422455
20,2000,7.2783546,0.10794212,20.337572
21,2100,7.288525,0.10776203,20.195066
22,2200,7.2944064,0.107627474,20.014784
23,2300,7.2974,0.10764595,19.78293
24,2400,7.299797,0.10744544,19.727196
25,2500,7.298964,0.10741644,19.697823
26,2600,7.2989044,0.10736711,19.667315
27,2700,7.296848,0.107252344,19.627485
28,2800,7.298201,0.10736266,19.592508
29,2900,7.2999725,0.10717616,19.54095
30,3000,7.297637,0.107213475,19.495996
31,3100,7.3034396,0.10707847,19.4302
32,3200,7.3033934,0.10728241,19.331156
33,3300,7.3143535,0.10717929,19.210917
34,3400,7.3164253,0.10712421,19.02475
35,3500,7.3227572,0.107048176,18.919353
36,3600,7.318527,0.10699818,18.90434
37,3700,7.3165154,0.10701111,18.888863
38,3800,7.316309,0.106885746,18.874462
39,3900,7.3175893,0.10684885,18.859499
40,4000,7.318997,0.10689498,18.838522
41,4100,7.318291,0.10681097,18.821375
42,4200,7.316989,0.10673185,18.805578
43,4300,7.316741,0.10673477,18.802053
44,4400,7.3149385,0.10675428,18.7943
45,4500,7.3141475,0.106829464,18.788378
46,4600,7.313813,0.10661373,18.78407
47,4700,7.305758,0.10684718,18.774416
48,4800,7.309707,0.106636435,18.76679
49,4900,7.2981057,0.10672254,18.757992
50,5000,7.294308,0.10672556,18.750801
51,5100,7.2932167,0.10659186,18.745401
52,5200,7.2957397,0.10651118,18.736067
53,5300,7.294087,0.10668119,18.734098
54,5400,7.2936,0.1066358,18.737577
55,5500,7.292495,0.10666703,18.736822
56,5600,7.2880898,0.10653661,18.73361
57,5700,7.2877307,0.10657083,18.726894
58,5800,7.2859454,0.10652923,18.720064
59,5900,7.2865767,0.10654899,18.71251
60,6000,7.2832575,0.10652586,18.710726
61,6100,7.281063,0.10662626,18.702524
62,6200,7.2830334,0.10643221,18.699518
63,6300,7.2778206,0.10661232,18.695524
64,6400,7.282812,0.106445156,18.689325
65,6500,7.2796764,0.106476024,18.680637
66,6600,7.278943,0.10647559,18.678532
67,6700,7.2777667,0.10633494,18.677458
68,6800,7.277493,0.10642677,18.67512
69,6900,7.276816,0.10646235,18.673162
70,7000,7.276109,0.10640563,18.670824
71,7100,7.278994,0.106517375,18.664198
72,7200,7.2785006,0.10636316,18.6572
73,7300,7.2788677,0.10630113,18.658463
74,7400,7.279426,0.1062734,18.654896
75,7500,7.276271,0.10638491,18.652908
76,7600,7.276467,0.10642109,18.654469
77,7700,7.27909,0.10632968,18.655144
78,7800,7.276835,0.106278695,18.656055
79,7900,7.274842,0.10625459,18.654852
80,8000,7.2730093,0.10637239,18.65321
81,8100,7.274206,0.106223,18.649067
82,8200,7.271351,0.10630932,18.645464
83,8300,7.272073,0.10627917,18.6398
84,8400,7.273448,0.10638212,18.630783
85,8500,7.273934,0.10617771,18.627722
86,8600,7.2714233,0.106285706,18.622
87,8700,7.271997,0.10630445,18.616861
88,8800,7.2716994,0.106260404,18.610144
89,8900,7.270734,0.10622751,18.608341
90,9000,7.272133,0.10627653,18.605715
91,9100,7.2733727,0.106286295,18.60447
92,9200,7.272642,0.10635256,18.60351
93,9300,7.2712836,0.1063253,18.601059
94,9400,7.269467,0.10624178,18.596437
95,9500,7.2679152,0.10622652,18.59405
96,9600,7.266523,0.10623645,18.596882
97,9700,7.2699175,0.10637709,18.59082
98,9800,7.2676144,0.10620616,18.57936
99,9900,7.2698703,0.106298015,18.573915
100,10000,7.267319,0.10614883,18.564808
101,10100,7.2683024,0.10619535,18.563763
102,10200,7.2677135,0.10620657,18.558828
103,10300,7.2657514,0.1061709,18.558994
104,10400,7.2689953,0.10618737,18.555471
105,10500,7.267252,0.106201306,18.55581
106,10600,7.26547,0.10618228,18.551357
107,10700,7.268672,0.106116176,18.550959
108,10800,7.2671475,0.106226325,18.54905
109,10900,7.2717414,0.10619903,18.547682
110,11000,7.2654934,0.10625735,18.543938
