,Iteration,Loss,Train_Loss,entropy
0,0,4.146753,3.5513575,8.794033
1,100,7.4301972,0.09931671,8.794033
2,200,7.2499084,0.089424655,8.794033
3,300,6.9599924,0.08598494,8.794033
4,400,6.5212817,0.08323717,8.794033
5,500,5.476132,0.078997575,8.794033
6,600,4.097439,0.075104274,8.794033
7,700,2.9442732,0.07158716,8.794033
8,800,2.1444306,0.06904465,8.794033
9,900,1.2954216,0.06395745,8.794033
10,1000,0.9526562,0.06199472,8.794033
11,1100,0.89109784,0.06187643,8.794033
12,1200,0.81884336,0.061713804,8.794033
13,1300,0.7878832,0.061461598,8.794033
14,1400,0.78919864,0.061386615,8.794033
15,1500,0.790087,0.06131389,8.794033
16,1600,0.7903931,0.061240464,8.794033
17,1700,0.7889501,0.061276536,8.794033
18,1800,0.79106766,0.061184615,8.794033
19,1900,0.793564,0.061269265,8.794033
20,2000,0.79256856,0.061124377,8.794033
21,2100,0.7915784,0.061147418,8.794033
22,2200,0.7895619,0.06111759,8.794033
23,2300,0.7906257,0.061216176,8.794033
24,2400,0.79046357,0.061215304,8.794033
25,2500,0.79038286,0.061149202,8.794033
26,2600,0.79004323,0.061180744,8.794033
27,2700,0.78878754,0.061233103,8.794033
28,2800,0.79078513,0.06114096,8.794033
29,2900,0.78889394,0.06117231,8.794033
30,3000,0.78913075,0.061129957,8.794033
31,3100,0.78855115,0.061188847,8.794033
32,3200,0.789,0.06119052,8.794033
33,3300,0.79079264,0.061254054,8.794033
34,3400,0.7894415,0.061207697,8.794033
35,3500,0.78930736,0.061199713,8.794033
36,3600,0.7876846,0.0611044,8.794033
37,3700,0.789389,0.06114814,8.794033
38,3800,0.7889287,0.06114056,8.794033
39,3900,0.7897082,0.061166056,8.794033
40,4000,0.7903168,0.0611902,8.794033
41,4100,0.7896189,0.061212778,8.794033
42,4200,0.78933394,0.06122831,8.794033
43,4300,0.79012406,0.06113748,8.794033
44,4400,0.7922121,0.061256062,8.794033
45,4500,0.79190046,0.061138045,8.794033
46,4600,0.7910038,0.061141647,8.794033
47,4700,0.79204106,0.061061244,8.794033
48,4800,0.79025906,0.061155874,8.794033
49,4900,0.78887385,0.061094437,8.794033
50,5000,0.7902617,0.061121363,8.794033
51,5100,0.78926206,0.061164252,8.794033
52,5200,0.7915736,0.060994253,8.794033
53,5300,0.79148287,0.060920455,8.794033
54,5400,0.7894455,0.06099373,8.794033
55,5500,0.78873307,0.061013974,8.794033
56,5600,0.7914651,0.06103948,8.794033
57,5700,0.79002506,0.061037455,8.794033
58,5800,0.78908056,0.061041426,8.794033
59,5900,0.78877723,0.061008606,8.794033
60,6000,0.78972816,0.061104085,8.794033
61,6100,0.78961384,0.061094556,8.794033
62,6200,0.79134053,0.0610573,8.794033
63,6300,0.7899958,0.061007813,8.794033
64,6400,0.78844935,0.06103248,8.794033
65,6500,0.7895914,0.061028685,8.794033
66,6600,0.7897839,0.060978293,8.794033
67,6700,0.7881578,0.061042536,8.794033
68,6800,0.79042995,0.06111067,8.794033
69,6900,0.7917813,0.061060388,8.794033
70,7000,0.7896465,0.06106162,8.794033
71,7100,0.79032034,0.061141744,8.794033
72,7200,0.7896495,0.06102702,8.794033
