,Iteration,Loss,Train_Loss,a_entropy,b_entropy
0,0,9.602436,8.809018,47.874805,47.874805
1,100,17.240028,1.5582578,48.222992,48.222992
2,200,14.156758,1.531983,46.919888,46.919888
3,300,9.3273325,1.5133059,42.70403,42.70403
4,400,4.1665006,1.4906546,29.804218,29.804218
5,500,2.4853733,1.4759933,18.658218,18.658218
6,600,2.1653807,1.4723613,14.61056,14.61056
7,700,2.0335603,1.4687518,11.901709,11.901709
8,800,2.0049524,1.4668322,11.510792,11.510792
9,900,1.9801819,1.4677671,11.138078,11.138078
10,1000,1.9409586,1.4645452,9.898256,9.898256
11,1100,1.9318309,1.4652288,9.883645,9.883645
12,1200,1.9230727,1.4637778,9.865527,9.865527
13,1300,1.9193503,1.4639236,9.8432255,9.8432255
14,1400,1.9121664,1.4643623,9.810544,9.810544
15,1500,1.9079404,1.4629515,9.782623,9.782623
16,1600,1.9088795,1.4671168,9.752252,9.752252
17,1700,1.9020491,1.4634545,9.7045555,9.7045555
