,Iteration,Loss,Train_Loss,a_entropy,b_entropy
0,0,1.012633,1.0015931,45.963318,46.3371
1,100,0.93107295,0.47413832,46.291256,46.675606
2,200,0.6025549,0.07199001,47.096207,47.393223
3,300,0.55003375,0.013503339,47.57514,47.840267
4,400,0.53619176,0.0036619252,47.806347,48.05351
5,500,0.52697074,0.0016863516,47.94085,48.16856
6,600,0.51712805,0.0011754767,48.043015,48.25539
7,700,0.50569904,0.0009855598,48.141624,48.338676
8,800,0.49322543,0.0008948715,48.249752,48.43415
9,900,0.4801679,0.0008415059,48.370586,48.54504
10,1000,0.46685404,0.0008003395,48.498837,48.664913
11,1100,0.45286658,0.00076629355,48.63597,48.79843
12,1200,0.4388445,0.00073454826,48.78231,48.94716
13,1300,0.42475358,0.00070775894,48.93019,49.1058
14,1400,0.4107119,0.0006801146,49.069157,49.264557
15,1500,0.39621717,0.00064758427,49.185055,49.40283
16,1600,0.3814062,0.0006168113,49.26009,49.494247
17,1700,0.36761633,0.00059695786,49.26366,49.51914
18,1800,0.3545947,0.00057263527,49.179638,49.477703
19,1900,0.34244305,0.00053843035,48.97451,49.32748
20,2000,0.33082312,0.00051083136,48.644695,49.030018
21,2100,0.31960115,0.00048788165,48.16069,48.580597
22,2200,0.30916986,0.00047271556,47.521374,47.951527
23,2300,0.3001159,0.00045070465,46.69908,47.149708
24,2400,0.29219025,0.00043218577,45.712944,46.14005
25,2500,0.28518382,0.00041362882,44.561092,44.985683
26,2600,0.27913126,0.00039697712,43.26046,43.70241
27,2700,0.27411687,0.00038076736,41.88129,42.359005
28,2800,0.2702826,0.00035765424,40.477066,40.95991
29,2900,0.26722968,0.00034186192,39.054695,39.514103
30,3000,0.26463166,0.0003264185,37.66086,38.08463
31,3100,0.26262292,0.00031455653,36.347775,36.72204
32,3200,0.2612056,0.00030267533,35.130814,35.447758
33,3300,0.26050353,0.00029029814,34.027397,34.265194
34,3400,0.25980514,0.0002784997,33.009777,33.178104
35,3500,0.2594942,0.000270072,32.095104,32.19241
36,3600,0.25933233,0.0002552389,31.269104,31.308632
37,3700,0.259481,0.000250507,30.53061,30.526394
38,3800,0.25940648,0.00024177197,29.877123,29.83938
39,3900,0.25957713,0.00023009643,29.286898,29.227705
40,4000,0.25976282,0.00023382835,28.75794,28.68387
41,4100,0.26018316,0.00022241789,28.296722,28.20102
42,4200,0.260707,0.00022931496,27.888083,27.777222
43,4300,0.2613843,0.00021137514,27.524279,27.392776
44,4400,0.26177981,0.00020492489,27.203009,27.057722
45,4500,0.26213923,0.00019852721,26.894737,26.742987
46,4600,0.26276934,0.00018801593,26.619228,26.470943
47,4700,0.26363292,0.00018021712,26.386736,26.232267
48,4800,0.26411456,0.00019660578,26.184738,26.013485
49,4900,0.2648277,0.00017188319,26.004734,25.821533
50,5000,0.2652942,0.00017912079,25.841993,25.649187
51,5100,0.26571235,0.00015855879,25.697315,25.497885
52,5200,0.26622847,0.00017311049,25.562233,25.36233
53,5300,0.2664723,0.0001639132,25.437384,25.23492
54,5400,0.26681882,0.00016734474,25.324865,25.120584
55,5500,0.2671052,0.00014799868,25.212809,25.01137
56,5600,0.26746273,0.00014405782,25.11189,24.91079
57,5700,0.2678245,0.00014646768,25.012993,24.820251
58,5800,0.26849258,0.00014376169,24.920973,24.73174
59,5900,0.26894224,0.0001462374,24.829567,24.642012
