,Iteration,Loss,Train_Loss,a_entropy,b_entropy
0,0,9.606966,8.73828,47.790302,47.790302
1,100,16.8904,1.547108,48.101112,48.101112
2,200,14.515484,1.5247613,46.72582,46.72582
3,300,11.260674,1.511044,43.90566,43.90566
4,400,6.1268196,1.4914862,33.41585,33.41585
5,500,2.8251438,1.4748793,17.51977,17.51977
6,600,2.3954144,1.470013,12.3930235,12.3930235
7,700,2.2316523,1.466242,10.503581,10.503581
8,800,2.1713483,1.4658605,10.131622,10.131622
9,900,2.1298702,1.4647449,9.547958,9.547958
10,1000,2.1047034,1.4638102,9.404412,9.404412
11,1100,2.0721939,1.4647765,9.108411,9.108411
12,1200,2.0161333,1.4637395,7.9751725,7.9751725
13,1300,2.0150363,1.4644339,7.9498377,7.9498377
14,1400,2.0119996,1.4638206,7.9494076,7.9494076
15,1500,2.0077631,1.4633363,7.9497566,7.9497566
16,1600,2.0087068,1.4634167,7.949802,7.949802
17,1700,2.0069091,1.4635813,7.9498854,7.9498854
18,1800,2.006123,1.4633191,7.949499,7.949499
19,1900,2.0080357,1.4654949,7.949457,7.949457
20,2000,2.0045753,1.4634877,7.9487977,7.9487977
21,2100,2.0047364,1.4654771,7.949266,7.949266
22,2200,2.0080686,1.4640123,7.9489927,7.9489927
23,2300,2.008764,1.4626396,7.9490175,7.9490175
24,2400,2.008394,1.4631144,7.949052,7.949052
25,2500,2.0087523,1.4631332,7.9488416,7.9488416
26,2600,2.0085862,1.4633393,7.9489894,7.9489894
27,2700,2.0094779,1.4635302,7.9490194,7.9490194
28,2800,2.0092978,1.463293,7.9487524,7.9487524
29,2900,2.0121555,1.4629698,7.948908,7.948908
30,3000,2.009628,1.4625022,7.948729,7.948729
31,3100,2.0113854,1.4631854,7.94792,7.94792
32,3200,2.0111675,1.4626032,7.948428,7.948428
33,3300,2.01171,1.4622184,7.948148,7.948148
34,3400,2.0103545,1.4633762,7.9479904,7.9479904
35,3500,2.011184,1.4624856,7.948132,7.948132
36,3600,2.011231,1.4625703,7.9482594,7.9482594
37,3700,2.0111952,1.4627826,7.9474707,7.9474707
38,3800,2.011718,1.4624734,7.9474297,7.9474297
39,3900,2.0110195,1.4629639,7.947653,7.947653
40,4000,2.0147128,1.4635597,7.9475603,7.9475603
41,4100,2.012433,1.4634632,7.947192,7.947192
42,4200,2.0132399,1.4629229,7.947202,7.947202
43,4300,2.0137558,1.4636582,7.946674,7.946674
44,4400,2.0144284,1.4631534,7.9462166,7.9462166
45,4500,2.01558,1.464305,7.946058,7.946058
46,4600,2.013264,1.4643998,7.9460106,7.9460106
47,4700,2.0151312,1.4629979,7.945734,7.945734
48,4800,2.0132828,1.4622815,7.9455194,7.9455194
49,4900,2.0142922,1.4625949,7.9454007,7.9454007
50,5000,2.016815,1.4652591,7.945872,7.945872
51,5100,2.014937,1.4631237,7.94542,7.94542
52,5200,2.0137126,1.4626814,7.945025,7.945025
53,5300,2.014592,1.4624836,7.945014,7.945014
54,5400,2.0144675,1.4622858,7.944661,7.944661
55,5500,2.013736,1.4631652,7.945245,7.945245
56,5600,2.0174842,1.4633878,7.9453416,7.9453416
57,5700,2.013442,1.4635154,7.944855,7.944855
58,5800,2.0142019,1.4633048,7.9447527,7.9447527
59,5900,2.0155694,1.4637439,7.9444532,7.9444532
60,6000,2.0130978,1.4621979,7.9447827,7.9447827
61,6100,2.01265,1.4626912,7.944584,7.944584
62,6200,2.0126412,1.4619672,7.9444623,7.9444623
63,6300,2.0136268,1.4625157,7.944917,7.944917
64,6400,2.012381,1.4621996,7.944237,7.944237
65,6500,2.0128424,1.4622346,7.944239,7.944239
66,6600,2.0132887,1.4626354,7.9441366,7.9441366
67,6700,2.0115402,1.4623907,7.944682,7.944682
68,6800,2.012105,1.4619936,7.9442735,7.9442735
69,6900,2.014984,1.4637673,7.944385,7.944385
70,7000,2.0140517,1.4631095,7.9441767,7.9441767
71,7100,2.0140436,1.4626995,7.9441786,7.9441786
72,7200,2.0127592,1.4620967,7.943796,7.943796
73,7300,2.0129964,1.4625366,7.9436655,7.9436655
74,7400,2.0128183,1.4621707,7.943963,7.943963
75,7500,2.012058,1.462172,7.943817,7.943817
76,7600,2.0125844,1.4624497,7.9436407,7.9436407
77,7700,2.012809,1.4630529,7.943985,7.943985
78,7800,2.0123453,1.4648991,7.9442506,7.9442506
79,7900,2.0121183,1.4620506,7.943976,7.943976
80,8000,2.013453,1.4621794,7.9434247,7.9434247
81,8100,2.0119963,1.462769,7.9433756,7.9433756
82,8200,2.0137923,1.4635123,7.9436827,7.9436827
83,8300,2.0127835,1.4629118,7.943781,7.943781
84,8400,2.011362,1.4620568,7.9435935,7.9435935
85,8500,2.0105228,1.4619,7.9432087,7.9432087
86,8600,2.011567,1.4619398,7.943366,7.943366
87,8700,2.0111387,1.4616752,7.9431577,7.9431577
88,8800,2.0125184,1.4664713,7.9435954,7.9435954
89,8900,2.0108078,1.461614,7.94311,7.94311
90,9000,2.0100434,1.4615544,7.9429755,7.9429755
91,9100,2.0100646,1.4615699,7.942885,7.942885
92,9200,2.02895,1.4825763,7.9580746,7.9580746
93,9300,2.0104017,1.4615734,7.9430537,7.9430537
94,9400,2.009751,1.4615799,7.942904,7.942904
95,9500,2.0105321,1.4620943,7.943099,7.943099
96,9600,2.0109324,1.4616522,7.94294,7.94294
97,9700,2.013082,1.4635148,7.9437943,7.9437943
98,9800,2.0105124,1.4615654,7.9429474,7.9429474
99,9900,2.0120633,1.4622227,7.943095,7.943095
