,Iteration,Loss,Train_Loss,entropy
0,0,4.0884924,3.5297837,48.230186
1,100,7.1255045,0.11373893,44.50396
2,200,7.1845164,0.1035261,37.482517
3,300,7.24006,0.10032871,32.67423
4,400,7.2579565,0.098458946,29.603052
5,500,7.2445855,0.097059175,27.2646
6,600,7.2343125,0.095964134,25.526636
7,700,7.0878043,0.09504544,24.121523
8,800,7.0189505,0.09439637,23.080631
9,900,6.97684,0.09382219,22.459589
10,1000,6.939514,0.093413316,22.01504
11,1100,6.9011836,0.09323522,21.623497
12,1200,6.8362665,0.09289223,21.261782
13,1300,6.715192,0.09253829,20.905132
14,1400,6.3735538,0.09194824,20.166227
15,1500,5.998637,0.09123472,19.078852
16,1600,5.7254047,0.09068669,18.00128
17,1700,5.487138,0.09004913,17.305876
18,1800,5.2773824,0.08924147,16.74839
19,1900,4.9481564,0.08857445,16.077925
20,2000,3.416058,0.0844774,13.882772
21,2100,1.7810557,0.07920409,9.101269
22,2200,1.4771024,0.075540006,7.9700823
23,2300,1.4840771,0.0751169,7.9672546
24,2400,1.4762657,0.07487897,7.9644804
25,2500,1.4784904,0.07463156,7.9640665
26,2600,1.4794958,0.07452847,7.9637704
27,2700,1.4752276,0.07461338,7.9628077
28,2800,1.4778273,0.07438162,7.962686
29,2900,1.4802312,0.07440455,7.963542
30,3000,1.4801838,0.07440631,7.9635215
31,3100,1.4793535,0.07447021,7.963271
32,3200,1.4799297,0.07437333,7.9636354
33,3300,1.4808484,0.07438093,7.9635973
34,3400,1.4802912,0.07433953,7.963394
35,3500,1.4792049,0.07441238,7.9636827
36,3600,1.48119,0.07435149,7.963546
37,3700,1.4797369,0.07442221,7.963812
38,3800,1.4796743,0.07437092,7.963578
39,3900,1.4821954,0.074432686,7.963694
40,4000,1.4792019,0.0743293,7.963402
41,4100,1.4812689,0.07450372,7.963533
42,4200,1.4784915,0.07429481,7.963569
43,4300,1.4795166,0.074445866,7.9631968
44,4400,1.4813656,0.074475594,7.9631605
45,4500,1.4806316,0.07447434,7.9633145
46,4600,1.4779395,0.074413426,7.963254
47,4700,1.4766127,0.074326105,7.963628
48,4800,1.47699,0.074347176,7.96354
49,4900,1.4772964,0.07448076,7.963578
50,5000,1.4772997,0.07430232,7.9637094
51,5100,1.4745234,0.07423042,7.9636054
52,5200,1.476098,0.07431726,7.963466
53,5300,1.4767132,0.07433776,7.963694
54,5400,1.4740915,0.07433769,7.963899
55,5500,1.4746108,0.074319266,7.964167
56,5600,1.4769256,0.07444478,7.9637837
57,5700,1.4743232,0.07428425,7.963535
58,5800,1.4772427,0.074492216,7.9635935
59,5900,1.4778657,0.07450716,7.9636145
60,6000,1.4796156,0.074311174,7.963271
61,6100,1.4787382,0.074316405,7.9635744
62,6200,1.4795401,0.07429503,7.963195
63,6300,1.4771814,0.07427065,7.9637604
64,6400,1.4772125,0.07425062,7.964262
65,6500,1.4720721,0.074156664,7.964
66,6600,1.4731793,0.07420684,7.96407
67,6700,1.472685,0.07413069,7.963983
68,6800,1.4746916,0.07421409,7.964254
69,6900,1.4732369,0.07416796,7.9641743
70,7000,1.4744918,0.07415984,7.964015
71,7100,1.4746181,0.074203685,7.9637985
72,7200,1.4782223,0.07413392,7.964011
73,7300,1.4777486,0.07414699,7.963871
74,7400,1.4823962,0.07418225,7.963964
75,7500,1.4803064,0.07403802,7.963736
76,7600,1.4818705,0.07416256,7.963907
77,7700,1.4837596,0.07410831,7.9634037
78,7800,1.48166,0.07412875,7.9636064
79,7900,1.4808929,0.07401752,7.9639525
80,8000,1.4816978,0.074003525,7.963738
81,8100,1.4831485,0.07407995,7.963867
82,8200,1.482223,0.07410453,7.963827
83,8300,1.4841839,0.07415084,7.9634624
84,8400,1.4837285,0.07402088,7.9638047
85,8500,1.4836032,0.07419103,7.9638367
86,8600,1.4808954,0.074163824,7.9637604
87,8700,1.480447,0.07400903,7.9638367
88,8800,1.4812679,0.07410184,7.9637756
89,8900,1.4806395,0.07409984,7.963806
90,9000,1.4821872,0.07405115,7.96381
91,9100,1.4834392,0.074079916,7.9638724
92,9200,1.483341,0.07413114,7.963546
93,9300,1.4818262,0.07399965,7.963878
94,9400,1.4815528,0.07402863,7.9635234
95,9500,1.4837706,0.07402829,7.9643245
96,9600,1.4815458,0.07408991,7.96412
97,9700,1.4808283,0.07402682,7.9646096
98,9800,1.4818951,0.074084304,7.964357
99,9900,1.4814883,0.07407125,7.964271
100,10000,1.4810053,0.074010774,7.964423
101,10100,1.4826286,0.074046336,7.964549
102,10200,1.480702,0.07410876,7.964292
103,10300,1.4822845,0.073987074,7.96471
104,10400,1.4812009,0.074055925,7.964651
105,10500,1.4810133,0.07404265,7.9645925
106,10600,1.4813205,0.07410884,7.964965
107,10700,1.4816823,0.0740434,7.96475
108,10800,1.4818485,0.07398576,7.964598
