,Iteration,Loss,a_entropy,b_entropy
0,0,1.0079526,46.03521,46.266983
1,100,0.95895594,45.937378,46.164925
2,200,0.7329799,45.770863,45.97246
3,300,0.5201311,45.729187,45.857944
4,400,0.3881867,45.64688,45.735554
5,500,0.30061555,45.52003,45.59387
6,600,0.2543924,45.380177,45.43777
7,700,0.22566341,45.217743,45.24224
8,800,0.20806421,45.03873,45.02591
9,900,0.19618295,44.8662,44.8148
10,1000,0.19179918,44.684875,44.590286
11,1100,0.18879348,44.513435,44.36461
12,1200,0.18853442,44.348694,44.14603
13,1300,0.1882345,44.171963,43.90687
14,1400,0.19014776,43.996445,43.684048
15,1500,0.19038396,43.813667,43.448315
16,1600,0.19098766,43.636425,43.198044
17,1700,0.1946728,43.460964,42.96271
18,1800,0.19423957,43.28283,42.71506
19,1900,0.19631627,43.09273,42.45928
20,2000,0.19575042,42.902687,42.190723
21,2100,0.19547582,42.720207,41.91775
22,2200,0.19720288,42.532497,41.64481
23,2300,0.19713892,42.347332,41.389217
24,2400,0.20051177,42.162548,41.10014
25,2500,0.1998232,41.96246,40.79605
26,2600,0.20113291,41.769714,40.495842
27,2700,0.20112076,41.56797,40.18168
28,2800,0.20335208,41.35409,39.877785
29,2900,0.20355707,41.156914,39.565086
30,3000,0.20679817,40.951504,39.24544
31,3100,0.2073107,40.74037,38.917675
32,3200,0.20877111,40.529137,38.58415
33,3300,0.2086145,40.317215,38.2386
34,3400,0.21016984,40.095043,37.88935
35,3500,0.21184927,39.878735,37.55234
36,3600,0.211784,39.66386,37.20058
37,3700,0.21128662,39.43754,36.852646
38,3800,0.21179903,39.215553,36.476032
39,3900,0.21327928,38.982616,36.11468
40,4000,0.21441224,38.769424,35.771313
41,4100,0.21308625,38.56445,35.432747
42,4200,0.21540512,38.350647,35.066734
43,4300,0.21548876,38.12336,34.700542
44,4400,0.21623088,37.89085,34.30345
45,4500,0.2169625,37.64933,33.939476
46,4600,0.21765326,37.432846,33.5692
47,4700,0.21689008,37.210125,33.203964
48,4800,0.21697028,36.990746,32.858612
49,4900,0.2191221,36.77485,32.489056
50,5000,0.21838303,36.551754,32.115856
51,5100,0.21842922,36.327778,31.752487
52,5200,0.2172174,36.104385,31.38209
53,5300,0.21945214,35.892506,31.03468
54,5400,0.21900685,35.679367,30.695135
55,5500,0.21833853,35.46483,30.353052
56,5600,0.22040738,35.26305,30.018232
57,5700,0.22092722,35.054268,29.686672
58,5800,0.22124413,34.85923,29.356354
59,5900,0.22108166,34.640778,29.013939
60,6000,0.22130124,34.439777,28.690414
61,6100,0.22301415,34.22473,28.358486
62,6200,0.22233479,34.027912,28.042078
63,6300,0.2216792,33.84072,27.73286
64,6400,0.2224915,33.630184,27.39603
65,6500,0.22124486,33.4191,27.060251
66,6600,0.2221641,33.205303,26.710814
67,6700,0.22128172,32.98256,26.384874
68,6800,0.22370446,32.7785,26.083244
69,6900,0.22127488,32.601097,25.796528
70,7000,0.22150585,32.39653,25.485924
71,7100,0.22382215,32.228016,25.18265
72,7200,0.22371256,32.02734,24.857792
73,7300,0.22536524,31.819616,24.527496
74,7400,0.22090426,31.603872,24.194427
75,7500,0.2239237,31.384094,23.8595
76,7600,0.22200643,31.178268,23.553791
77,7700,0.22557268,30.972034,23.248037
78,7800,0.22399819,30.798042,22.961012
79,7900,0.22237727,30.619003,22.672075
80,8000,0.2268186,30.409798,22.36457
81,8100,0.22578804,30.226538,22.070892
82,8200,0.22678012,30.017458,21.772776
83,8300,0.22524287,29.83572,21.487385
84,8400,0.22562578,29.669668,21.223215
85,8500,0.225032,29.46863,20.923592
86,8600,0.22435638,29.313648,20.67393
87,8700,0.22480026,29.131344,20.400301
88,8800,0.22411421,28.963001,20.13841
89,8900,0.22285642,28.786669,19.866558
90,9000,0.22435668,28.60594,19.60412
91,9100,0.22208712,28.438179,19.352627
92,9200,0.22626069,28.250364,19.08892
93,9300,0.22528073,28.079603,18.841932
94,9400,0.22443967,27.908834,18.61655
95,9500,0.22645074,27.747377,18.394701
96,9600,0.2264148,27.593933,18.189857
97,9700,0.22754477,27.438473,17.979353
98,9800,0.2252873,27.295874,17.771048
99,9900,0.22576082,27.139647,17.561115
100,10000,0.22531302,26.989433,17.365305
101,10100,0.22856939,26.841312,17.171602
102,10200,0.22575815,26.692614,16.984735
103,10300,0.22475311,26.563292,16.815369
104,10400,0.22840138,26.437801,16.629356
105,10500,0.2281367,26.29442,16.458982
106,10600,0.22764178,26.154022,16.29599
107,10700,0.22647817,26.013166,16.125168
108,10800,0.22668195,25.891768,15.967578
109,10900,0.22586545,25.74815,15.788817
110,11000,0.23015504,25.601696,15.61457
111,11100,0.22715676,25.471004,15.454472
112,11200,0.22915308,25.33159,15.291124
113,11300,0.22560766,25.18199,15.124086
114,11400,0.22611329,25.052017,14.967948
115,11500,0.23154378,24.892118,14.795704
116,11600,0.22852509,24.767746,14.649669
117,11700,0.2291141,24.653234,14.510858
118,11800,0.2269737,24.499634,14.346744
