,Iteration,Loss,Train_Loss,a_entropy,b_entropy
0,0,4.132639,3.5508883,47.76301,47.76301
1,100,7.511459,0.09884032,46.486397,46.486397
2,200,7.3364587,0.08919465,43.76621,43.76621
3,300,7.118104,0.08601358,40.499886,40.499886
4,400,6.814387,0.08353391,37.05542,37.05542
5,500,5.9391193,0.079827525,32.635277,32.635277
6,600,3.9079065,0.07445273,24.931913,24.931913
7,700,2.2425284,0.06963733,17.855717,17.855717
8,800,1.2955451,0.066424645,12.963947,12.963947
9,900,1.108602,0.06613992,11.471253,11.471253
10,1000,1.0359472,0.06595908,10.971867,10.971867
11,1100,1.0027598,0.06575691,10.65701,10.65701
12,1200,1.000073,0.0654778,10.622191,10.622191
13,1300,0.9880829,0.064964786,10.683042,10.683042
14,1400,0.9772074,0.06468656,10.681203,10.681203
15,1500,0.96686494,0.0644637,10.65441,10.65441
16,1600,0.95053285,0.06421714,10.626512,10.626512
17,1700,0.94582236,0.06416261,10.599925,10.599925
18,1800,0.9402695,0.06411228,10.5753975,10.5753975
19,1900,0.934343,0.0641213,10.531601,10.531601
20,2000,0.9178107,0.064333275,10.142962,10.142962
21,2100,0.9010991,0.064179376,9.824803,9.824803
22,2200,0.90602374,0.06415308,9.811064,9.811064
23,2300,0.9078249,0.064102165,9.803231,9.803231
24,2400,0.90872556,0.064133115,9.79934,9.79934
25,2500,0.91070324,0.064033695,9.796287,9.796287
26,2600,0.9156382,0.064004764,9.796953,9.796953
27,2700,0.91775507,0.06392775,9.796525,9.796525
28,2800,0.9196751,0.06387524,9.797167,9.797167
29,2900,0.9203542,0.063900955,9.794792,9.794792
30,3000,0.9204595,0.063762546,9.793148,9.793148
31,3100,0.92141134,0.063718446,9.792387,9.792387
32,3200,0.92555594,0.06374524,9.791776,9.791776
33,3300,0.92779326,0.06377864,9.791523,9.791523
34,3400,0.92712635,0.06364712,9.790914,9.790914
35,3500,0.9257329,0.06376622,9.791196,9.791196
36,3600,0.9251752,0.06362697,9.78925,9.78925
37,3700,0.9257497,0.06352723,9.789119,9.789119
38,3800,0.926668,0.06372583,9.790029,9.790029
39,3900,0.92767227,0.06369275,9.789683,9.789683
40,4000,0.926457,0.06362882,9.790471,9.790471
41,4100,0.92734367,0.06363582,9.790615,9.790615
42,4200,0.92576104,0.06359966,9.791089,9.791089
43,4300,0.92530197,0.06368411,9.79021,9.79021
44,4400,0.9270409,0.06369058,9.791047,9.791047
45,4500,0.92913604,0.06364058,9.790823,9.790823
46,4600,0.9302082,0.06361766,9.794168,9.794168
47,4700,0.931014,0.063448325,9.795095,9.795095
48,4800,0.9317231,0.06356044,9.795247,9.795247
49,4900,0.92971957,0.063535556,9.794977,9.794977
50,5000,0.93099606,0.06345974,9.794052,9.794052
51,5100,0.9299861,0.06366645,9.794073,9.794073
52,5200,0.93204576,0.063435495,9.794091,9.794091
53,5300,0.93198663,0.06351504,9.794645,9.794645
54,5400,0.9307393,0.06354892,9.795197,9.795197
55,5500,0.9285892,0.063515365,9.793898,9.793898
56,5600,0.9300117,0.06359935,9.792868,9.792868
57,5700,0.92953885,0.06351155,9.791927,9.791927
58,5800,0.9293166,0.06354334,9.791853,9.791853
59,5900,0.92890286,0.0635087,9.791308,9.791308
60,6000,0.926556,0.06347025,9.791223,9.791223
61,6100,0.93062145,0.063499786,9.791955,9.791955
62,6200,0.9321215,0.063439354,9.791407,9.791407
63,6300,0.9298861,0.06341779,9.791666,9.791666
64,6400,0.9277293,0.06353839,9.791381,9.791381
65,6500,0.93043524,0.06343928,9.791736,9.791736
66,6600,0.93258923,0.06346429,9.792066,9.792066
67,6700,0.9292473,0.06357088,9.791797,9.791797
68,6800,0.9300933,0.06353519,9.7918625,9.7918625
69,6900,0.930314,0.06354852,9.79248,9.79248
70,7000,0.9317608,0.063463144,9.792553,9.792553
71,7100,0.93126553,0.0634268,9.792061,9.792061
72,7200,0.9313572,0.063549496,9.792373,9.792373
73,7300,0.9302844,0.063486606,9.791923,9.791923
74,7400,0.9294582,0.06344642,9.790765,9.790765
75,7500,0.9290367,0.06342559,9.790886,9.790886
76,7600,0.93028426,0.063493796,9.790954,9.790954
77,7700,0.9294145,0.063410275,9.791252,9.791252
78,7800,0.92842233,0.063574195,9.790676,9.790676
79,7900,0.93049324,0.06341596,9.790566,9.790566
80,8000,0.9274246,0.06346498,9.790662,9.790662
81,8100,0.9310477,0.06346506,9.791157,9.791157
82,8200,0.9301054,0.063512154,9.791526,9.791526
83,8300,0.929789,0.06334703,9.790919,9.790919
84,8400,0.9291619,0.063474104,9.790109,9.790109
85,8500,0.92989594,0.06348872,9.790461,9.790461
86,8600,0.93059105,0.0634627,9.79126,9.79126
87,8700,0.929283,0.06353256,9.789896,9.789896
88,8800,0.93193,0.06339165,9.790492,9.790492
89,8900,0.930822,0.063508295,9.790631,9.790631
90,9000,0.9311506,0.063424096,9.790967,9.790967
91,9100,0.93076867,0.063459,9.790601,9.790601
92,9200,0.9292922,0.063480824,9.790792,9.790792
93,9300,0.93049204,0.06351894,9.790088,9.790088
94,9400,0.9313913,0.06345465,9.791278,9.791278
95,9500,0.92964536,0.06346117,9.790231,9.790231
96,9600,0.93236065,0.06341853,9.790344,9.790344
97,9700,0.9323807,0.06344751,9.790697,9.790697
98,9800,0.9314562,0.06346067,9.790281,9.790281
99,9900,0.9319881,0.06346249,9.790613,9.790613
