,Iteration,Loss,Train_Loss,entropy
0,0,4.0752916,3.4919171,47.922333
1,100,7.080718,0.1001125,43.293324
2,200,7.307257,0.09102411,33.779144
3,300,7.422271,0.087982655,28.412094
4,400,7.4833302,0.086203024,25.459238
5,500,7.5159974,0.08497244,23.969824
6,600,7.5436172,0.08413505,22.808302
7,700,7.5692067,0.08346151,21.74136
8,800,7.570988,0.08305143,21.015884
9,900,7.5744843,0.08259648,20.682547
10,1000,7.5849967,0.082213216,20.344992
11,1100,7.58323,0.08222506,19.93958
12,1200,7.582065,0.0819156,19.682373
13,1300,7.5836554,0.0817606,19.440966
14,1400,7.5812254,0.08141305,19.163754
15,1500,7.57833,0.081421256,18.901573
16,1600,7.5864477,0.08124559,18.765827
17,1700,7.5834026,0.081343204,18.703888
18,1800,7.585972,0.08114581,18.647678
19,1900,7.5904875,0.08110779,18.607489
20,2000,7.593983,0.081015006,18.562498
21,2100,7.599853,0.08103712,18.521858
22,2200,7.601187,0.08090019,18.487
23,2300,7.5985284,0.08084074,18.43258
24,2400,7.5991273,0.08074823,18.38
25,2500,7.5987806,0.08097229,18.325949
26,2600,7.6058397,0.08088105,18.26584
27,2700,7.6074452,0.080833934,18.20278
28,2800,7.616468,0.08071797,18.142967
29,2900,7.6075497,0.0807729,18.085325
30,3000,7.60364,0.08091695,18.032982
31,3100,7.6090345,0.08100433,17.973263
32,3200,7.613568,0.0808585,17.941038
33,3300,7.612502,0.08072253,17.935448
34,3400,7.6071844,0.08077562,17.935555
35,3500,7.607388,0.08078923,17.92717
36,3600,7.611159,0.08059551,17.93206
37,3700,7.60699,0.08095084,17.927507
38,3800,7.6100864,0.08076118,17.916382
39,3900,7.6121354,0.08060707,17.903542
40,4000,7.6099205,0.0805912,17.899593
41,4100,7.6074724,0.08069463,17.895796
42,4200,7.6107817,0.08065188,17.885214
43,4300,7.610854,0.08056436,17.88332
44,4400,7.6118317,0.080551155,17.876217
45,4500,7.6112323,0.08055505,17.87274
46,4600,7.613086,0.08047072,17.865566
47,4700,7.606032,0.080481015,17.856619
48,4800,7.610068,0.08067008,17.844048
49,4900,7.606948,0.08069264,17.836948
50,5000,7.611319,0.080569275,17.819635
51,5100,7.613589,0.0804551,17.816721
52,5200,7.60977,0.080559246,17.811167
53,5300,7.6088476,0.080563605,17.79939
54,5400,7.611972,0.08050234,17.780703
55,5500,7.611572,0.08044056,17.768177
56,5600,7.6102166,0.08046491,17.764456
57,5700,7.6087117,0.080518976,17.756817
58,5800,7.6080503,0.08052437,17.757875
59,5900,7.603572,0.08062786,17.758774
60,6000,7.605414,0.080544814,17.756645
61,6100,7.608191,0.08045514,17.750317
62,6200,7.603666,0.08038438,17.744715
63,6300,7.6028333,0.0804757,17.738771
64,6400,7.602179,0.080516614,17.7306
65,6500,7.6017637,0.08037057,17.729
66,6600,7.597439,0.080494665,17.717028
67,6700,7.5899835,0.08076322,17.714993
68,6800,7.5961037,0.08032654,17.71003
69,6900,7.593247,0.08048664,17.702353
70,7000,7.5944686,0.08039241,17.699652
