,Iteration,Loss,Train_Loss,a_entropy,b_entropy
0,0,1.0179203,1.0222137,7.6759653,7.6622224
1,100,1.0042253,0.9994262,7.67432,7.6393123
2,200,1.0059247,0.987718,7.6774187,7.6301413
3,300,1.0030212,0.9608101,7.683282,7.596622
4,400,0.9568487,0.8849072,7.6282244,7.5186687
5,500,0.8267383,0.733723,7.532656,7.425372
6,600,0.6546971,0.55735284,7.4454417,7.344334
7,700,0.51107883,0.4133739,7.35551,7.2727094
8,800,0.40947714,0.31556106,7.265913,7.2033396
9,900,0.34615466,0.25247398,7.160695,7.1151447
10,1000,0.30588004,0.21023095,7.0526643,7.009454
11,1100,0.27894315,0.17934139,6.9437923,6.8923078
12,1200,0.26024014,0.15686601,6.8287416,6.7663765
13,1300,0.2454791,0.13991983,6.7107363,6.641509
14,1400,0.23555318,0.1267349,6.585435,6.516065
15,1500,0.22738445,0.11671794,6.465751,6.38037
16,1600,0.22250696,0.10848898,6.3443074,6.2462997
17,1700,0.21807952,0.10134493,6.224356,6.1146064
18,1800,0.21397644,0.0949219,6.1062775,5.9896126
19,1900,0.21055932,0.08903778,5.9917846,5.866081
20,2000,0.20662484,0.0835468,5.880296,5.752226
21,2100,0.2032986,0.07797328,5.7683625,5.642781
22,2200,0.19965056,0.07130818,5.6528316,5.533979
23,2300,0.19678846,0.06500818,5.5349507,5.4249635
24,2400,0.19429764,0.059800804,5.4228697,5.3149543
25,2500,0.19365002,0.055328045,5.316052,5.2063212
26,2600,0.19301602,0.051326,5.215138,5.1022334
27,2700,0.19259387,0.047623493,5.119028,5.0020494
28,2800,0.19312713,0.044285093,5.0264735,4.9091835
29,2900,0.19339494,0.041109245,4.9368834,4.819724
30,3000,0.19292861,0.038252,4.8522778,4.735167
31,3100,0.19382986,0.035678618,4.7702465,4.654619
32,3200,0.19522913,0.033317197,4.6906157,4.5759583
33,3300,0.19631085,0.0311693,4.6147094,4.500127
34,3400,0.19717339,0.029250719,4.541087,4.427748
