,Iteration,Loss,a_entropy,b_entropy
0,0,1.0076984,46.036507,46.26686
1,100,0.8482931,46.035816,46.224937
2,200,0.3978936,46.034813,46.069477
3,300,0.28005445,45.815487,45.82414
4,400,0.24092352,45.558422,45.577812
5,500,0.22460543,45.35561,45.40813
6,600,0.21909557,45.224266,45.285824
7,700,0.21839818,45.12999,45.21341
8,800,0.22095215,45.045902,45.1451
9,900,0.22487268,44.94851,45.06182
10,1000,0.2291337,44.828186,44.96727
11,1100,0.23289232,44.686443,44.849182
12,1200,0.23613384,44.512474,44.69952
13,1300,0.23895101,44.29554,44.50636
14,1400,0.24155372,44.04584,44.28074
15,1500,0.24398346,43.754814,43.993298
16,1600,0.24595228,43.404427,43.6477
17,1700,0.24788004,42.97936,43.25007
18,1800,0.24973659,42.48458,42.77814
19,1900,0.25169683,41.92333,42.228806
20,2000,0.25329313,41.27717,41.603672
21,2100,0.2554611,40.54031,40.899593
22,2200,0.25794035,39.75067,40.124153
23,2300,0.26031128,38.894993,39.278927
24,2400,0.26237857,37.966763,38.381245
25,2500,0.26370507,37.005077,37.438354
26,2600,0.26519868,36.009266,36.44499
27,2700,0.26655644,35.01041,35.42687
28,2800,0.26824364,34.01182,34.40287
29,2900,0.2700454,33.042637,33.39341
30,3000,0.27152333,32.130272,32.42585
31,3100,0.27320394,31.270798,31.512255
32,3200,0.27504775,30.477962,30.667618
33,3300,0.27709848,29.76248,29.89299
34,3400,0.27872232,29.095911,29.184755
35,3500,0.2796511,28.506992,28.532219
36,3600,0.2811023,27.997257,27.961864
37,3700,0.28233474,27.542402,27.463036
38,3800,0.28368127,27.146893,27.019396
39,3900,0.28497344,26.80929,26.626972
40,4000,0.28601715,26.516108,26.291285
41,4100,0.28750956,26.24842,25.995094
42,4200,0.28861663,26.005194,25.747034
43,4300,0.2895964,25.80056,25.538513
44,4400,0.29057392,25.637112,25.38136
45,4500,0.29134795,25.503794,25.241426
46,4600,0.2923311,25.388973,25.101067
47,4700,0.29342785,25.2952,25.00508
48,4800,0.29461578,25.201366,24.929998
49,4900,0.29535514,25.112907,24.846931
50,5000,0.2961295,25.043306,24.77176
51,5100,0.29638675,24.977879,24.704683
52,5200,0.2969784,24.909542,24.649204
53,5300,0.2974257,24.856667,24.600077
54,5400,0.2978779,24.815075,24.55489
55,5500,0.29856628,24.769566,24.518744
56,5600,0.29903355,24.731398,24.488125
57,5700,0.2993707,24.694897,24.46306
58,5800,0.29988888,24.656473,24.447733
59,5900,0.30043477,24.624516,24.421377
60,6000,0.30100444,24.596363,24.391264
61,6100,0.30152506,24.573748,24.377865
62,6200,0.30194,24.5557,24.367184
63,6300,0.30240586,24.529408,24.348024
64,6400,0.30271435,24.502188,24.31997
65,6500,0.30326787,24.484844,24.294203
66,6600,0.30351552,24.471596,24.277493
67,6700,0.30395815,24.449802,24.261457
68,6800,0.3043781,24.428156,24.23476
69,6900,0.30447632,24.402975,24.205864
70,7000,0.30461276,24.388765,24.189976
71,7100,0.30472848,24.376434,24.173717
72,7200,0.30486432,24.359829,24.157736
73,7300,0.30487397,24.342365,24.142282
74,7400,0.3050247,24.322649,24.129747
75,7500,0.30539325,24.308815,24.119411
76,7600,0.30553868,24.295773,24.107529
77,7700,0.30586168,24.287008,24.095503
78,7800,0.30574742,24.277746,24.085772
79,7900,0.30587426,24.271433,24.082064
80,8000,0.30608448,24.264015,24.077154
81,8100,0.30604866,24.255362,24.073626
82,8200,0.3059203,24.247904,24.059187
83,8300,0.30603766,24.235592,24.050379
84,8400,0.30611956,24.231173,24.045757
85,8500,0.3061449,24.228909,24.044802
