,Iteration,Loss,a_entropy,b_entropy
86,8600,0.3065052,24.226868,24.045103
87,8700,0.30665454,24.221966,24.036879
88,8800,0.30659515,24.215128,24.034214
89,8900,0.30665854,24.212507,24.039806
90,9000,0.3069577,24.208433,24.0436
91,9100,0.30678475,24.209225,24.041458
92,9200,0.30681077,24.20744,24.038752
93,9300,0.30691972,24.208126,24.037962
94,9400,0.30697304,24.200037,24.036053
95,9500,0.3071641,24.188276,24.039991
96,9600,0.30747268,24.17509,24.04057
97,9700,0.30748755,24.16836,24.041035
98,9800,0.30750963,24.160753,24.03884
99,9900,0.3077899,24.152876,24.037722
100,10000,0.30787924,24.147785,24.03564
101,10100,0.3078572,24.13937,24.037554
102,10200,0.30806905,24.13991,24.03697
103,10300,0.30824563,24.13815,24.031149
104,10400,0.3083225,24.1277,24.01351
105,10500,0.30842096,24.122185,24.003433
106,10600,0.30847722,24.113766,23.997402
107,10700,0.3088567,24.103598,23.990635
108,10800,0.3088142,24.097025,23.987415
109,10900,0.30883992,24.092428,23.9851
110,11000,0.30890405,24.085617,23.981274
111,11100,0.30895635,24.080502,23.976402
112,11200,0.30917892,24.078234,23.973408
113,11300,0.30933368,24.076235,23.969315
114,11400,0.30975544,24.072569,23.970194
115,11500,0.3095384,24.077946,23.965572
116,11600,0.3095702,24.07348,23.961779
117,11700,0.3098562,24.067966,23.960321
118,11800,0.31010056,24.06237,23.952309
119,11900,0.3103486,24.056992,23.939224
120,12000,0.31056717,24.056692,23.92615
121,12100,0.3106683,24.055443,23.91689
122,12200,0.310968,24.059458,23.908384
123,12300,0.31131062,24.065039,23.897953
124,12400,0.31152904,24.063192,23.888868
125,12500,0.311726,24.060122,23.877598
126,12600,0.31193227,24.056906,23.869822
127,12700,0.3121815,24.057554,23.868753
128,12800,0.31218776,24.05691,23.86707
129,12900,0.31232077,24.05734,23.860243
130,13000,0.31241465,24.050402,23.847288
131,13100,0.3124223,24.05051,23.8374
132,13200,0.3125752,24.0457,23.82798
133,13300,0.3126268,24.045248,23.82376
134,13400,0.31288406,24.042559,23.814781
135,13500,0.3132494,24.03741,23.807861
136,13600,0.31313503,24.032833,23.801662
137,13700,0.31328976,24.028833,23.799835
138,13800,0.31308174,24.025064,23.79824
139,13900,0.31320646,24.02239,23.798729
140,14000,0.31295097,24.014761,23.79595
141,14100,0.31303036,24.00585,23.791212
142,14200,0.3130327,24.001375,23.784248
143,14300,0.3131394,23.995384,23.778255
144,14400,0.3132757,23.986757,23.772058
145,14500,0.31323364,23.984877,23.769985
146,14600,0.31337145,23.981525,23.767197
147,14700,0.31337395,23.976345,23.767231
148,14800,0.31357023,23.968882,23.768703
149,14900,0.3137052,23.956976,23.768517
150,15000,0.31369677,23.94958,23.767576
151,15100,0.31374204,23.939173,23.76236
152,15200,0.31395346,23.930298,23.75897
153,15300,0.31386536,23.925467,23.753172
154,15400,0.31395414,23.926298,23.748186
155,15500,0.3139342,23.926773,23.74471
156,15600,0.31404075,23.924086,23.739119
157,15700,0.31410125,23.919159,23.734587
158,15800,0.31405708,23.916899,23.731537
159,15900,0.3141196,23.912674,23.728287
160,16000,0.31432113,23.91259,23.72589
161,16100,0.31435403,23.91364,23.72766
162,16200,0.3142717,23.912897,23.728548
163,16300,0.31430307,23.910566,23.725124
164,16400,0.314294,23.908644,23.724333
165,16500,0.31454787,23.90424,23.719238
166,16600,0.3146621,23.895765,23.709942
167,16700,0.31472412,23.889097,23.704273
168,16800,0.31497008,23.885109,23.69863
169,16900,0.31506756,23.879057,23.691658
170,17000,0.31511712,23.876125,23.687166
171,17100,0.3152868,23.870934,23.678476
172,17200,0.3156161,23.86877,23.674536
173,17300,0.31548476,23.866934,23.668797
174,17400,0.315607,23.861483,23.664555
175,17500,0.31553203,23.860111,23.666822
176,17600,0.31550017,23.856892,23.666405
177,17700,0.31558564,23.85515,23.667053
178,17800,0.31558704,23.852266,23.66333
179,17900,0.31574053,23.848463,23.658781
180,18000,0.31558904,23.846935,23.655287
181,18100,0.31564993,23.843592,23.65453
182,18200,0.31555966,23.843466,23.6536
183,18300,0.31554312,23.84114,23.652748
184,18400,0.3154531,23.836952,23.65289
185,18500,0.31545845,23.833769,23.652613
186,18600,0.3155262,23.824362,23.654293
187,18700,0.3156697,23.8118,23.652033
188,18800,0.31564093,23.803394,23.652533
189,18900,0.31587583,23.79683,23.648563
190,19000,0.3156785,23.791994,23.641771
191,19100,0.31573805,23.788733,23.635025
192,19200,0.31568608,23.783648,23.633615
193,19300,0.31581348,23.779575,23.63352
194,19400,0.31580108,23.772795,23.631306
195,19500,0.31583506,23.768478,23.631733
196,19600,0.31596816,23.76266,23.62824
197,19700,0.3158721,23.759277,23.628511
198,19800,0.31589738,23.755775,23.626326
199,19900,0.3159725,23.752388,23.6276
